,2019,2018,2017,2016,2015,ticker
Current ratio,0.014,0.041,0.017,0.047,0.059,ETFC
Quick ratio,0.586,0.628,0.584,0.572,0.596,ETFC
Cash ratio,0.014,0.041,0.017,0.047,0.059,ETFC
Days of sales outstanding,1.400 K,1.311 K,1.581 K,1.464 K,2.024 K,ETFC
Days of inventory outstanding,0,0,0,0,0,ETFC
Days of payables outstanding,0,0,0,0,0,ETFC
Gross profit margin,0,0,0,0,0,ETFC
Operating profit margin,0,0,0,0,0,ETFC
Pretax profit margin,0.457,0.494,0.450,0.432,0.064,ETFC
Net profit margin,0.331,0.366,0.260,0.284,0.188,ETFC
Effective tax rate,0.276,0.258,0.423,0.341,-1.945,ETFC
Return on assets,0.237,0.025,0.014,0.016,0.008,ETFC
Return on equity,0.146,0.160,0.089,0.088,0.046,ETFC
Return on capital employed,0,0,0,0,0,ETFC
Net income per EBT,0.724,0.742,0.577,0.659,2.945,ETFC
Ebt per ebit,0,0,0,0,0,ETFC
Ebit per revenue,0,0,0,0,0,ETFC
Debt ratio,13.609,1.396,1.322,1.217,1.207,ETFC
Debt equity ratio,8.387,8.906,8.142,6.812,6.834,ETFC
Long term debt to capitalization,0.177,0.177,0.177,0.137,0.278,ETFC
Total debt to capitalization,0.762,0.789,0.762,0.704,0.719,ETFC
Interest coverage,0,0,0,0,0,ETFC
Cash flow to debt ratio,0.136,0.069,0.051,0.109,0.056,ETFC
Company equity multiplier,0.616,6.378,6.159,5.597,5.663,ETFC
Receivables turnover,0.261,0.278,0.231,0.249,0.180,ETFC
Payables turnover,0,0,0,0,0,ETFC
Inventory turnover,0,0,0,0,0,ETFC
Fixed asset turnover,8.513,10.224,9.352,8.121,6.051,ETFC
Asset turnover,0.716,0.069,0.055,0.055,0.043,ETFC
Operating cash flow per share,11.993,6.470,4.103,5.850,2.861,ETFC
Free cash flow per share,11.365,6.040,3.730,5.580,2.621,ETFC
Cash per share,85.305,97.797,79.102,57.029,50.976,ETFC
Payout ratio,0.183,0.068,0.041,0,0,ETFC
Operating cash flow sales ratio,0.986,0.587,0.474,0.837,0.583,ETFC
Free cash flow operating cash flow ratio,0.948,0.934,0.909,0.954,0.916,ETFC
Cash flow coverage ratios,0.136,0.069,0.051,0.109,0.056,ETFC
Short term coverage ratios,0.146,0.073,0.054,0.117,0.066,ETFC
Capital expenditure coverage ratio,203.357,70.250,38.655,81.250,29.714,ETFC
Dividend paid and capex coverage ratio,15.063,17.562,20.759,81.250,29.714,ETFC
Dividend payout ratio,0.183,0.068,0.041,0,0,ETFC
Price book value ratio,1.632,1.706,1.907,1.498,1.451,ETFC
Price to book ratio,1.632,1.706,1.907,1.498,1.451,ETFC
Price to sales ratio,3.700,3.897,5.587,4.841,5.891,ETFC
Price earnings ratio,11.181,10.642,21.529,17.021,31.390,ETFC
Price to free cash flows ratio,3.958,7.113,12.972,6.062,11.040,ETFC
Price to operating cash flows ratio,3.750,6.640,11.792,5.782,10.111,ETFC
Price cash flow ratio,3.750,6.640,11.792,5.782,10.111,ETFC
Price earnings to growth ratio,-10.901,0.132,2.520,0.146,-3.202,ETFC
Price sales ratio,3.700,3.897,5.587,4.841,5.891,ETFC
Dividend yield,0.016,0.006,0.002,0,0,ETFC
Enterprise value multiple,17.104,18.315,24.404,19.218,38.540,ETFC
Price fair value,1.632,1.706,1.907,1.498,1.451,ETFC
