,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),KIM,1727.684,1727.684,1364.585,1057.893,1158.884
Cost of revenue(figures in $M),KIM,530.907,530.907,417.911,342.969,336.951
Gross profit(figures in $M),KIM,1196.777,1196.777,946.674,714.924,821.933
Selling general and administrative(figures in $M),KIM,119.534,119.534,104.121,93.217,96.942
Total operating expenses(figures in $M),KIM,624.534,624.534,499.441,382.172,374.821
Operating income or loss(figures in $M),KIM,572.243,572.243,447.233,332.752,447.112
Interest expense(figures in $M),KIM,226.823,226.823,204.133,186.904,177.395
Total other income/expenses net(figures in $M),KIM,-301.116,-301.116,502.026,782.026,42.289
Income before tax(figures in $M),KIM,44.304,44.304,745.126,927.874,312.006
Income tax expense(figures in $M),KIM,56.654,56.654,3.38,0.978,-3.317
Income from continuing operations(figures in $M),KIM,114.534,114.534,849.696,1002.877,413.561
Net income(figures in $M),KIM,125.976,125.976,844.059,1000.833,410.605
Net income available to common shareholders(figures in $M),KIM,98.576,100.758,818.643,975.417,339.988
Basic EPS(figures in $M),KIM,,,1.61e-06,2.26e-06,8.000000000000001e-07
Diluted EPS(figures in $M),KIM,,,1.6000000000000001e-06,2.25e-06,8.000000000000001e-07
Basic average shares(figures in $M),KIM,,,506.248,429.95,420.37
Diluted average shares(figures in $M),KIM,,,511.385,431.633,421.799
EBITDA(figures in $M),KIM,,776.127,1344.579,1403.733,767.28
