,ticker,2023,2024,2025,2026,2027
Revenue(In $M),KIM,"1,765","1,822","1,917","2,097","2,182"
Dividend,KIM,0.94,0.98,1.03,0.92,0.92
Dividend Yield (in %),KIM,4.97 %,5.19 %,5.70 %,4.80 %,4.80 %
EPS,KIM,0.75,0.68,0.72,0.79,0.83
P/E Ratio,KIM,24.76,27.19,25.63,23.40,22.27
EBIT(In $M),KIM,598,630,678,507,535
EBITDA(In $M),KIM,"1,219","1,221","1,290",-,-
Net Profit(In $M),KIM,511,452,482,528,556
Net Profit Adjusted(In $M),KIM,511,452,482,528,556
Pre-Tax Profit(In $M),KIM,436,429,507,-,-
Net Profit (Adjusted)(In $M),KIM,414,394,475,-,-
EPS (Non-GAAP) ex. SOE(In $),KIM,0.65,0.62,-,-,-
EPS (GAAP)(In $),KIM,0.79,0.69,0.84,-,-
Gross Income(In $M),KIM,"1,240","1,293","1,325","1,398","1,456"
Cash Flow from Investing(In $M),KIM,-676,-538,-,-,-
Cash Flow from Operations(In $M),KIM,939,"1,106",-,-,-
Cash Flow from Financing(In $M),KIM,-310,-591,-,-,-
Cash Flow per Share(In $),KIM,1.43,1.58,1.84,-,-
Free Cash Flow(In $M),KIM,938,"1,062",-,-,-
Free Cash Flow per Share(In $),KIM,-,-,-,-,-
Book Value per Share(In $),KIM,16.53,16.55,14.92,-,-
Net Debt(In $M),KIM,"6,846","6,698","6,522",-,-
Research & Development Exp.(In $M),KIM,-,-,-,-,-
Capital Expenditure(In $M),KIM,184,200,184,-,-
"Selling, General & Admin. Exp.(In $M)",KIM,128,130,-,-,-
Shareholder’s Equity(In $M),KIM,"9,505","9,285","8,956",-,-
Total Assets(In $M),KIM,"17,696","17,434","16,782",-,-
