,ticker,ttm,2022-06-30,2021-06-30,2020-06-30,2019-06-30
Total revenue(figures in $M),KLAC,10483.726,9211.883,6918.734,5806.424,4568.904
Cost of revenue(figures in $M),KLAC,4120.667,3592.441,2772.165,2449.561,1869.377
Gross profit(figures in $M),KLAC,6363.059,5619.442,4146.569,3356.863,2699.527
Research development(figures in $M),KLAC,1233.411,1105.254,928.487,863.864,711.03
Selling general and administrative(figures in $M),KLAC,950.343,860.007,729.602,734.149,599.124
Total operating expenses(figures in $M),KLAC,2183.754,1965.261,1658.089,1598.013,1310.154
Operating income or loss(figures in $M),KLAC,4179.305,3654.181,2488.48,1758.85,1389.373
Interest expense(figures in $M),KLAC,232.85,160.339,157.328,160.274,93.142
Total other income/expenses net(figures in $M),KLAC,53.835,-4.605,29.302,-281.865,-8.905
Income before tax(figures in $M),KLAC,4008.985,3489.237,2360.454,1316.711,1296.231
Income tax expense(figures in $M),KLAC,468.067,167.177,283.101,101.686,121.214
Income from continuing operations(figures in $M),KLAC,3540.918,3322.06,2077.353,1215.025,1175.017
Net income(figures in $M),KLAC,3540.732,3321.807,2078.292,1216.785,1175.617
Net income available to common shareholders(figures in $M),KLAC,3540.732,3321.807,2078.292,1216.785,1175.617
Basic EPS(figures in $M),KLAC,,2.207e-05,1.349e-05,7.76e-06,7.53e-06
Diluted EPS(figures in $M),KLAC,,2.192e-05,1.3369999999999999e-05,7.7e-06,7.49e-06
Basic average shares(figures in $M),KLAC,,150.494,154.086,156.797,156.053
Diluted average shares(figures in $M),KLAC,,151.555,155.437,158.005,156.949
EBITDA(figures in $M),KLAC,,3750.424,2851.117,1825.034,1389.373
