,2022,2021,2020,2019,2018,ticker
Current ratio,2.497,2.708,2.779,2.440,3.735,KLAC
Quick ratio,1.574,1.807,2.256,1.952,2.900,KLAC
Cash ratio,0.552,0.682,1.165,0.984,1.153,KLAC
Days of sales outstanding,71.792,68.871,69.614,79.098,58.925,KLAC
Days of inventory outstanding,218.129,207.424,195.345,246.506,234.994,KLAC
Operating cycle,289.920,276.295,264.959,325.604,293.919,KLAC
Days of payables outstanding,45.044,45.041,39.379,39.522,42.708,KLAC
Cash conversion cycle,244.876,231.254,225.579,286.082,251.211,KLAC
Gross profit margin,0.610,0.599,0.578,0.591,0.641,KLAC
Operating profit margin,0.396,0.364,0.302,0.253,0.381,KLAC
Pretax profit margin,0.379,0.341,0.227,0.284,0.361,KLAC
Net profit margin,0.361,0.300,0.210,0.257,0.199,KLAC
Effective tax rate,0.048,0.120,0.077,0.094,0.449,KLAC
Return on assets,0.264,0.202,0.131,0.131,0.143,KLAC
Return on equity,2.370,0.615,0.457,0.442,0.495,KLAC
Return on capital employed,0.375,0.308,0.232,0.160,0.349,KLAC
Net income per EBT,0.952,0.880,0.924,0.907,0.551,KLAC
Ebt per ebit,0.956,0.938,0.750,1.121,0.947,KLAC
Ebit per revenue,0.396,0.364,0.302,0.253,0.381,KLAC
Debt ratio,0.889,0.671,0.711,0.703,0.712,KLAC
Debt equity ratio,4.776,1.019,1.313,1.287,1.381,KLAC
Long term debt to capitalization,0.826,0.503,0.566,0.544,0.580,KLAC
Total debt to capitalization,0.827,0.505,0.568,0.563,0.580,KLAC
Interest coverage,22.762,16.003,10.957,12.413,13.440,KLAC
Cash flow to debt ratio,0.122,0.635,0.508,0.337,0.549,KLAC
Company equity multiplier,8.989,3.041,3.482,3.388,3.468,KLAC
Receivables turnover,5.084,5.300,5.243,4.615,6.194,KLAC
Payables turnover,8.103,8.104,9.269,9.235,8.546,KLAC
Inventory turnover,1.673,1.760,1.868,1.481,1.553,KLAC
Fixed asset turnover,10.838,10.435,11.170,10.180,14.099,KLAC
Asset turnover,0.731,0.674,0.626,0.507,0.718,KLAC
Operating cash flow per share,5.444,14.181,11.345,7.386,7.862,KLAC
Free cash flow per share,4.957,12.677,10.371,6.550,7.433,KLAC
Cash per share,17.994,16.189,17.389,15.782,18.423,KLAC
Payout ratio,0.047,0.269,0.429,0.402,0.501,KLAC
Operating cash flow sales ratio,0.089,0.316,0.306,0.252,0.304,KLAC
Free cash flow operating cash flow ratio,0.911,0.894,0.914,0.887,0.946,KLAC
Cash flow coverage ratios,0.122,0.635,0.508,0.337,0.549,KLAC
Short term coverage ratios,25.428,109.251,61.352,4.611,0,KLAC
Capital expenditure coverage ratio,-11.198,-9.433,-11.651,-8.833,-18.356,KLAC
Dividend paid and capex coverage ratio,9.702,6.667,4.811,3.373,3.668,KLAC
Dividend payout ratio,0.047,0.269,0.429,0.402,0.501,KLAC
Price book value ratio,34.267,14.791,11.441,7.143,9.892,KLAC
Price to book ratio,34.267,14.791,11.441,7.143,9.892,KLAC
Price to sales ratio,5.213,7.220,5.252,4.157,3.971,KLAC
Price earnings ratio,14.456,24.037,25.061,16.157,19.981,KLAC
Price to free cash flows ratio,64.364,25.574,18.752,18.583,13.793,KLAC
Price to operating cash flows ratio,58.616,22.863,17.142,16.479,13.042,KLAC
Price cash flow ratio,58.616,22.863,17.142,16.479,13.042,KLAC
Price earnings to growth ratio,0.227,0.326,8.205,0.345,-1.497,KLAC
Price sales ratio,5.213,7.220,5.252,4.157,3.971,KLAC
Dividend yield,0.003,0.011,0.017,0.025,0.025,KLAC
Enterprise value multiple,14.157,18.226,15.199,14.884,11.230,KLAC
Price fair value,34.267,14.791,11.441,7.143,9.892,KLAC
