,2022,2021,2020,2019,2018,ticker
Current ratio,2.476,2.625,2.720,2.119,2.370,GWW
Quick ratio,1.223,1.306,1.429,1.064,1.281,GWW
Cash ratio,0.162,0.158,0.406,0.215,0.358,GWW
Days of sales outstanding,51.126,49.164,45.606,45.283,45.052,GWW
Days of inventory outstanding,87.679,82.215,83.681,85.213,81.837,GWW
Operating cycle,138.805,131.379,129.287,130.496,126.889,GWW
Days of payables outstanding,40.746,35.876,37.615,37.020,36.006,GWW
Cash conversion cycle,98.059,95.503,91.671,93.476,90.882,GWW
Gross profit margin,0.384,0.362,0.359,0.383,0.387,GWW
Operating profit margin,0.145,0.119,0.086,0.110,0.103,GWW
Pretax profit margin,0.141,0.114,0.080,0.105,0.096,GWW
Net profit margin,0.102,0.080,0.059,0.074,0.070,GWW
Effective tax rate,0.248,0.250,0.203,0.260,0.239,GWW
Return on assets,0.204,0.158,0.110,0.141,0.133,GWW
Return on equity,0.566,0.483,0.332,0.412,0.407,GWW
Return on capital employed,0.397,0.305,0.210,0.292,0.265,GWW
Net income per EBT,0.721,0.702,0.734,0.702,0.723,GWW
Ebt per ebit,0.969,0.960,0.929,0.958,0.934,GWW
Ebit per revenue,0.145,0.119,0.086,0.110,0.103,GWW
Debt ratio,0.640,0.672,0.668,0.657,0.644,GWW
Debt equity ratio,0.989,1.279,1.145,1.075,1.156,GWW
Long term debt to capitalization,0.488,0.555,0.533,0.482,0.521,GWW
Total debt to capitalization,0.497,0.561,0.534,0.518,0.536,GWW
Interest coverage,23.817,17.782,10.957,15.975,13.159,GWW
Cash flow to debt ratio,0.493,0.339,0.469,0.470,0.476,GWW
Company equity multiplier,2.774,3.052,3.008,2.915,3.057,GWW
Receivables turnover,7.139,7.424,8.003,8.060,8.102,GWW
Payables turnover,8.958,10.174,9.703,9.860,10.137,GWW
Inventory turnover,4.163,4.440,4.362,4.283,4.460,GWW
Fixed asset turnover,8.330,7.167,8.457,8.204,8.300,GWW
Asset turnover,2.007,1.975,1.874,1.913,1.911,GWW
Operating cash flow per share,26.189,18.054,20.991,19.049,18.827,GWW
Free cash flow per share,21.159,13.141,17.308,15.009,14.570,GWW
Cash per share,6.385,4.644,10.935,6.581,9.583,GWW
Payout ratio,0.239,0.342,0.486,0.386,0.404,GWW
Operating cash flow sales ratio,0.088,0.072,0.095,0.091,0.094,GWW
Free cash flow operating cash flow ratio,0.808,0.728,0.825,0.788,0.774,GWW
Cash flow coverage ratios,0.493,0.339,0.469,0.470,0.476,GWW
Short term coverage ratios,12.942,14.197,140.375,3.462,8.131,GWW
Capital expenditure coverage ratio,-5.207,-3.675,-5.701,-4.715,-4.423,GWW
Dividend paid and capex coverage ratio,11.693,9.186,7.965,9.738,13.727,GWW
Dividend payout ratio,0.239,0.342,0.486,0.386,0.404,GWW
Price book value ratio,10.352,12.452,10.438,8.989,8.252,GWW
Price to book ratio,10.352,12.452,10.438,8.989,8.252,GWW
Price to sales ratio,1.859,2.065,1.852,1.612,1.413,GWW
Price earnings ratio,18.302,25.788,31.433,21.810,20.272,GWW
Price to free cash flows ratio,26.289,39.438,23.592,22.554,19.380,GWW
Price to operating cash flows ratio,21.240,28.705,19.453,17.771,14.998,GWW
Price cash flow ratio,21.240,28.705,19.453,17.771,14.998,GWW
Price earnings to growth ratio,0.355,0.470,-1.927,2.081,0.546,GWW
Price sales ratio,1.859,2.065,1.852,1.612,1.413,GWW
Dividend yield,0.013,0.013,0.015,0.018,0.020,GWW
Enterprise value multiple,12.497,16.743,19.360,13.429,12.660,GWW
Price fair value,10.352,12.452,10.438,8.989,8.252,GWW
