,2022,2021,2020,2019,2018,ticker
Current ratio,1.369 K,1.129 K,1.009 K,1.569 K,0.038,MET
Quick ratio,1.472 K,1.129 K,1.009 K,1.569 K,0.546,MET
Cash ratio,93.065,58.789,50.369,70.630,0.026,MET
Days of sales outstanding,91.399,1.255 K,96.143,107.177,105.534,MET
Days of inventory outstanding,0,0,0,0,0,MET
Days of payables outstanding,0,0,0,0,0,MET
Gross profit margin,1,1,1,1,0,MET
Operating profit margin,0.044,1.790,0.115,0.111,0,MET
Pretax profit margin,0.041,1.611,0.102,0.098,0.093,MET
Net profit margin,0.036,1.300,0.080,0.085,0.075,MET
Effective tax rate,0.105,0.191,0.218,0.130,0.187,MET
Return on assets,0.004,0.009,0.007,0.008,0.007,MET
Return on equity,0.094,0.097,0.073,0.089,0.097,MET
Return on capital employed,0.005,0.012,0.010,0.010,0,MET
Net income per EBT,0.888,0.807,0.781,0.868,0.812,MET
Ebt per ebit,0.921,0.900,0.885,0.878,0,MET
Ebit per revenue,0.044,1.790,0.115,0.111,0,MET
Debt ratio,0.959,0.911,0.906,0.910,0.923,MET
Debt equity ratio,0.665,0.258,0.243,0.255,0.308,MET
Long term debt to capitalization,0.397,0.202,0.192,0.201,0.232,MET
Total debt to capitalization,0.399,0.205,0.196,0.203,0.235,MET
Interest coverage,3.310,9.810,8.575,8.105,0,MET
Cash flow to debt ratio,0.734,0.723,0.641,0.818,0.723,MET
Company equity multiplier,24.653,11.258,10.665,11.195,13.036,MET
Receivables turnover,3.993,0.291,3.796,3.406,3.459,MET
Payables turnover,0,0,0,0,0,MET
Inventory turnover,0,0,0,0,0,MET
Fixed asset turnover,0,0,0,0,0,MET
Asset turnover,0.105,0.007,0.085,0.094,0.099,MET
Operating cash flow per share,16.439,14.601,12.821,15.061,12.245,MET
Free cash flow per share,16.439,14.601,12.821,15.061,12.245,MET
Cash per share,375.884,425.985,416.951,380.480,331.753,MET
Payout ratio,0.702,0.281,0.344,0.309,0.355,MET
Operating cash flow sales ratio,0.189,2.498,0.172,0.198,0.173,MET
Free cash flow operating cash flow ratio,1,1,1,1,1,MET
Cash flow coverage ratios,0.734,0.723,0.641,0.818,0.723,MET
Short term coverage ratios,75.451,36.938,29.616,58.664,43.799,MET
Capital expenditure coverage ratio,0,0,0,0,0,MET
Dividend paid and capex coverage ratio,7.405,6.838,6.261,7.571,6.453,MET
Dividend payout ratio,0.702,0.281,0.344,0.309,0.355,MET
Price book value ratio,2.150,0.799,0.572,0.705,0.746,MET
Price to book ratio,2.150,0.799,0.572,0.705,0.746,MET
Price to sales ratio,0.832,10.690,0.628,0.670,0.579,MET
Price earnings ratio,22.894,8.226,7.883,7.909,7.683,MET
Price to free cash flows ratio,4.402,4.280,3.662,3.384,3.353,MET
Price to operating cash flows ratio,4.402,4.280,3.662,3.384,3.353,MET
Price cash flow ratio,4.402,4.280,3.662,3.384,3.353,MET
Price earnings to growth ratio,-0.380,0.287,-0.930,0.390,0.198,MET
Price sales ratio,0.832,10.690,0.628,0.670,0.579,MET
Dividend yield,0.031,0.034,0.044,0.039,0.046,MET
Enterprise value multiple,14.800,5.278,4.850,5.604,4.941,MET
Price fair value,2.150,0.799,0.572,0.705,0.746,MET
