,2016,2015,2014,2013,2012,ticker
Current ratio,1.206,1.254,1.051,1.699,1.370,ARG
Quick ratio,0.630,0.672,0.579,0.925,0.750,ARG
Cash ratio,0.049,0.045,0.052,0.100,0.048,ARG
Days of sales outstanding,45.843,48.729,50.446,52.329,50.174,ARG
Days of inventory outstanding,72.873,73.449,77.650,78.046,68.529,ARG
Operating cycle,118.717,122.178,128.096,130.375,118.703,ARG
Days of payables outstanding,26.290,31.945,31.978,30.122,29.340,ARG
Cash conversion cycle,92.426,90.233,96.118,100.253,89.363,ARG
Gross profit margin,0.567,0.556,0.557,0.552,0.542,ARG
Operating profit margin,0.109,0.121,0.124,0.120,0.117,ARG
Pretax profit margin,0.100,0.110,0.109,0.110,0.104,ARG
Net profit margin,0.064,0.069,0.069,0.069,0.066,ARG
Effective tax rate,0.363,0.370,0.364,0.373,0.363,ARG
Return on assets,0.055,0.062,0.061,0.061,0.059,ARG
Return on equity,0.165,0.171,0.191,0.222,0.179,ARG
Return on capital employed,0.116,0.132,0.141,0.125,0.127,ARG
Net income per EBT,0.637,0.630,0.636,0.627,0.637,ARG
Ebt per ebit,0.912,0.911,0.875,0.911,0.885,ARG
Ebit per revenue,0.109,0.121,0.124,0.120,0.117,ARG
Debt ratio,0.667,0.640,0.682,0.726,0.671,ARG
Debt equity ratio,1.078,0.929,1.145,1.697,1.013,ARG
Long term debt to capitalization,0.489,0.448,0.481,0.600,0.502,ARG
Total debt to capitalization,0.519,0.482,0.534,0.629,0.503,ARG
Interest coverage,9.351,9.990,8.367,8.511,8.079,ARG
Cash flow to debt ratio,0.337,0.359,0.354,0.211,0.286,ARG
Company equity multiplier,3.000,2.776,3.147,3.655,3.040,ARG
Receivables turnover,7.962,7.490,7.236,6.975,7.275,ARG
Payables turnover,13.883,11.426,11.414,12.117,12.440,ARG
Inventory turnover,5.009,4.969,4.701,4.677,5.326,ARG
Fixed asset turnover,1.719,1.797,1.810,1.845,1.814,ARG
Asset turnover,0.866,0.888,0.876,0.882,0.892,ARG
Operating cash flow per share,10.132,9.612,10.117,7.179,6.612,ARG
Free cash flow per share,3.909,3.337,5.301,2.933,1.957,ARG
Cash per share,0.760,0.679,0.945,1.127,0.583,ARG
Payout ratio,0.520,0.447,0.403,0.358,0.304,ARG
Operating cash flow sales ratio,0.140,0.135,0.147,0.111,0.107,ARG
Free cash flow operating cash flow ratio,0.386,0.347,0.524,0.409,0.296,ARG
Cash flow coverage ratios,0.337,0.359,0.354,0.211,0.286,ARG
Short term coverage ratios,2.974,2.871,1.861,1.813,48.763,ARG
Capital expenditure coverage ratio,-1.628,-1.532,-2.101,-1.691,-1.420,ARG
Dividend paid and capex coverage ratio,-2.643,-2.360,-3.495,-2.707,-1.939,ARG
Dividend payout ratio,0.520,0.447,0.403,0.358,0.304,ARG
Price book value ratio,5.085,3.684,4.260,4.885,3.893,ARG
Price to book ratio,5.085,3.684,4.260,4.885,3.893,ARG
Price to sales ratio,1.957,1.494,1.546,1.515,1.436,ARG
Price earnings ratio,30.813,21.535,22.354,22.028,21.744,ARG
Price to free cash flows ratio,36.231,31.802,20.093,33.401,45.458,ARG
Price to operating cash flows ratio,13.979,11.039,10.528,13.646,13.455,ARG
Price cash flow ratio,13.979,11.039,10.528,13.646,13.455,ARG
Price earnings to growth ratio,-4.591,6.303,3.131,2.537,0.591,ARG
Price sales ratio,1.957,1.494,1.546,1.515,1.436,ARG
Dividend yield,0.017,0.021,0.018,0.016,0.014,ARG
Enterprise value multiple,13.285,10.103,10.593,11.115,10.275,ARG
Price fair value,5.085,3.684,4.260,4.885,3.893,ARG
