,2023,2022,2021,2020,2019,ticker
Current ratio,0.980,0.987,1.192,1.099,1.181,BBY
Quick ratio,0.336,0.373,0.623,0.419,0.399,BBY
Cash ratio,0.209,0.275,0.522,0.277,0.264,BBY
Days of sales outstanding,8.995,7.348,8.194,9.611,8.640,BBY
Days of inventory outstanding,51.561,54.266,55.831,56.222,59.976,BBY
Operating cycle,60.556,61.614,64.025,65.833,68.616,BBY
Days of payables outstanding,57.048,61.890,69.430,57.461,58.290,BBY
Cash conversion cycle,3.508,-0.276,-5.406,8.372,10.325,BBY
Gross profit margin,0.214,0.225,0.224,0.230,0.232,BBY
Operating profit margin,0.039,0.059,0.051,0.046,0.044,BBY
Pretax profit margin,0.039,0.058,0.050,0.046,0.044,BBY
Net profit margin,0.031,0.047,0.038,0.035,0.034,BBY
Effective tax rate,0.207,0.190,0.244,0.227,0.225,BBY
Return on assets,0.090,0.140,0.094,0.099,0.113,BBY
Return on equity,0.508,0.813,0.392,0.443,0.443,BBY
Return on capital employed,0.263,0.445,0.280,0.267,0.353,BBY
Net income per EBT,0.794,0.812,0.756,0.773,0.775,BBY
Ebt per ebit,0.996,0.995,0.994,0.992,0.994,BBY
Ebit per revenue,0.039,0.059,0.051,0.046,0.044,BBY
Debt ratio,0.823,0.827,0.759,0.777,0.744,BBY
Debt equity ratio,1.423,1.304,0.890,1.170,0.420,BBY
Long term debt to capitalization,0.543,0.520,0.416,0.494,0.287,BBY
Total debt to capitalization,0.587,0.566,0.471,0.539,0.296,BBY
Interest coverage,51.286,121.560,45.981,31.391,26.027,BBY
Cash flow to debt ratio,0.459,0.826,1.207,0.630,1.735,BBY
Company equity multiplier,5.654,5.796,4.157,4.481,3.902,BBY
Receivables turnover,40.577,49.675,44.545,37.979,42.245,BBY
Payables turnover,6.398,5.898,5.257,6.352,6.262,BBY
Inventory turnover,7.079,6.726,6.538,6.492,6.086,BBY
Fixed asset turnover,9.082,10.555,9.701,8.663,17.083,BBY
Asset turnover,2.930,2.957,2.479,2.799,3.324,BBY
Operating cash flow per share,8.114,13.177,18.979,9.683,8.712,BBY
Free cash flow per share,3.977,10.190,16.233,6.878,5.749,BBY
Cash per share,8.336,11.896,21.163,8.414,7.164,BBY
Payout ratio,0.556,0.280,0.316,0.342,0.339,BBY
Operating cash flow sales ratio,0.039,0.063,0.104,0.059,0.056,BBY
Free cash flow operating cash flow ratio,0.490,0.773,0.855,0.710,0.660,BBY
Cash flow coverage ratios,0.459,0.826,1.207,0.630,1.735,BBY
Short term coverage ratios,2.789,4.920,6.031,3.806,43,BBY
Capital expenditure coverage ratio,-1.961,-4.412,-6.910,-3.452,-2.940,BBY
Dividend paid and capex coverage ratio,-12.936,-66.367,-33.979,-11.875,-7.478,BBY
Dividend payout ratio,0.556,0.280,0.316,0.342,0.339,BBY
Price book value ratio,6.851,7.979,6.159,6.449,4.888,BBY
Price to book ratio,6.851,7.979,6.159,6.449,4.888,BBY
Price to sales ratio,0.414,0.466,0.598,0.514,0.377,BBY
Price earnings ratio,13.494,9.820,15.712,14.558,11.039,BBY
Price to free cash flows ratio,21.419,9.582,6.704,12.313,10.171,BBY
Price to operating cash flows ratio,10.498,7.410,5.734,8.746,6.711,BBY
Price cash flow ratio,10.498,7.410,5.734,8.746,6.711,BBY
Price earnings to growth ratio,-0.370,0.226,0.824,1.484,0.187,BBY
Price sales ratio,0.414,0.466,0.598,0.514,0.377,BBY
Dividend yield,0.041,0.029,0.020,0.023,0.031,BBY
Enterprise value multiple,7.431,6.479,7.703,8.482,5.701,BBY
Price fair value,6.851,7.979,6.159,6.449,4.888,BBY
