,ticker,ttm,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Total revenue(figures in $M),BBY,46298.0,46298.0,51761.0,47262.0,43638.0
Cost of revenue(figures in $M),BBY,36386.0,36386.0,40121.0,36689.0,33590.0
Gross profit(figures in $M),BBY,9912.0,9912.0,11640.0,10573.0,10048.0
Selling general and administrative(figures in $M),BBY,7970.0,7970.0,8635.0,7928.0,7998.0
Total operating expenses(figures in $M),BBY,7970.0,7970.0,8635.0,7928.0,7998.0
Operating income or loss(figures in $M),BBY,1942.0,1942.0,3005.0,2645.0,2050.0
Interest expense(figures in $M),BBY,35.0,35.0,25.0,52.0,64.0
Total other income/expenses net(figures in $M),BBY,-119.0,-119.0,44.0,-216.0,7.0
Income before tax(figures in $M),BBY,1788.0,1788.0,3024.0,2377.0,1993.0
Income tax expense(figures in $M),BBY,370.0,370.0,574.0,579.0,452.0
Income from continuing operations(figures in $M),BBY,1419.0,1419.0,2454.0,1798.0,1541.0
Net income(figures in $M),BBY,1419.0,1419.0,2454.0,1798.0,1541.0
Net income available to common shareholders(figures in $M),BBY,1419.0,1419.0,2454.0,1798.0,1541.0
Basic EPS(figures in $M),BBY,,6.31e-06,9.94e-06,6.93e-06,5.82e-06
Diluted EPS(figures in $M),BBY,,6.29e-06,9.84e-06,6.84e-06,5.75e-06
Basic average shares(figures in $M),BBY,,224.8,246.8,259.6,264.9
Diluted average shares(figures in $M),BBY,,225.7,249.3,263.0,268.1
EBITDA(figures in $M),BBY,,2741.0,3918.0,3268.0,2869.0
