,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),FOSL,1682.439,1682.4,1870.0,1613.3,2217.7
Cost of revenue(figures in $M),FOSL,851.76,851.7,903.6,842.9,1118.3
Gross profit(figures in $M),FOSL,830.679,830.7,966.4,770.4,1099.4
Selling general and administrative(figures in $M),FOSL,823.689,823.7,842.6,866.7,1081.6
Total operating expenses(figures in $M),FOSL,823.689,823.7,842.6,866.7,1081.6
Operating income or loss(figures in $M),FOSL,6.99,7.0,123.8,-96.3,17.8
Interest expense(figures in $M),FOSL,19.237,19.2,25.1,31.8,29.9
Total other income/expenses net(figures in $M),FOSL,-10.651,-9.9,-45.6,-43.8,-19.2
Income before tax(figures in $M),FOSL,-22.126,-22.1,53.1,-171.9,-31.3
Income tax expense(figures in $M),FOSL,21.4,21.4,26.5,-76.0,18.7
Income from continuing operations(figures in $M),FOSL,-43.526,-43.5,26.6,-95.9,-50.0
Net income(figures in $M),FOSL,-44.157,-44.2,25.4,-96.1,-52.4
Net income available to common shareholders(figures in $M),FOSL,-44.157,-44.2,25.4,-96.1,-52.4
Basic EPS(figures in $M),FOSL,,,4.9e-07,-1.8799999999999998e-06,-1.04e-06
Diluted EPS(figures in $M),FOSL,,,4.8e-07,-1.8799999999999998e-06,-1.04e-06
Basic average shares(figures in $M),FOSL,,,51.961,51.116,50.23
Diluted average shares(figures in $M),FOSL,,,52.777,51.116,50.23
EBITDA(figures in $M),FOSL,,-2.9,78.2,-140.1,-1.4
