,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),FOSL,198.7,250.8,316.0,200.2
Total cash(figures in $M),FOSL,198.7,250.8,316.0,200.2
Net receivables(figures in $M),FOSL,206.1,255.1,229.8,289.7
Inventory(figures in $M),FOSL,376.0,346.9,295.3,452.3
Other current assets(figures in $M),FOSL,164.5,169.9,149.4,117.2
Total current assets(figures in $M),FOSL,945.3,1022.7,990.5,1059.4
"Gross property, plant and equipment(figures in $M)",FOSL,236.8,267.4,340.8,439.7
Accumulated depreciation(figures in $M),FOSL,-415.172,-436.663,-467.175,-464.913
"Net property, plant and equipment(figures in $M)",FOSL,236.8,267.4,340.8,439.7
Equity and other investments(figures in $M),FOSL,0.0,0.327,0.327,0.5
Intangible assets(figures in $M),FOSL,11.914,14.301,17.754,26.879
Other long-term assets(figures in $M),FOSL,7.212,15.371,10.462,9.646
Total non-current assets(figures in $M),FOSL,292.8,346.0,488.0,545.3
Total assets(figures in $M),FOSL,1238.1,1368.7,1478.5,1604.7
Current debt(figures in $M),FOSL,0.3,0.6,41.6,26.2
Accounts payable(figures in $M),FOSL,191.141,229.877,178.212,172.191
Taxes payable(figures in $M),FOSL,22.878,29.478,33.205,29.228
Accrued liabilities(figures in $M),FOSL,103.295,126.275,141.341,185.439
Total current liabilities(figures in $M),FOSL,425.9,535.6,558.5,559.2
Long-term debt(figures in $M),FOSL,216.1,141.4,185.9,178.8
Deferred tax liabilities(figures in $M),FOSL,0.616,0.504,0.495,2.097
Other long-term liabilities(figures in $M),FOSL,42.9,51.8,63.5,74.2
Total non-current liabilities(figures in $M),FOSL,409.2,367.7,480.0,541.7
Total liabilities(figures in $M),FOSL,835.1,903.3,1038.5,1100.9
Common stock(figures in $M),FOSL,0.518,0.521,0.515,0.505
Retained earnings(figures in $M),FOSL,175.491,229.132,203.698,299.793
Accumulated other comprehensive income(figures in $M),FOSL,-76.318,-67.275,-58.9,-80.615
Total stockholders' equity(figures in $M),FOSL,403.0,465.4,440.0,503.8
Total liabilities and stockholders' equity(figures in $M),FOSL,1238.1,1368.7,1478.5,1604.7
