,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),XEL,15310.0,15310.0,13431.0,11526.0,11529.0
Cost of revenue(figures in $M),XEL,9450.0,9450.0,8173.0,6562.0,6806.0
Gross profit(figures in $M),XEL,5860.0,5860.0,5258.0,4964.0,4723.0
Total operating expenses(figures in $M),XEL,3432.0,3432.0,3055.0,2848.0,2619.0
Operating income or loss(figures in $M),XEL,2428.0,2428.0,2203.0,2116.0,2104.0
Interest expense(figures in $M),XEL,925.0,893.0,816.0,798.0,710.0
Total other income/expenses net(figures in $M),XEL,98.0,98.0,140.0,149.0,132.0
Income before tax(figures in $M),XEL,1601.0,1601.0,1527.0,1467.0,1500.0
Income tax expense(figures in $M),XEL,-135.0,-135.0,-70.0,-6.0,128.0
Income from continuing operations(figures in $M),XEL,1736.0,1736.0,1597.0,1473.0,1372.0
Net income(figures in $M),XEL,1736.0,1736.0,1597.0,1473.0,1372.0
Net income available to common shareholders(figures in $M),XEL,1736.0,1736.0,1597.0,1473.0,1372.0
Basic EPS(figures in $M),XEL,,,2.96e-06,2.79e-06,2.64e-06
Diluted EPS(figures in $M),XEL,,,2.96e-06,2.79e-06,2.64e-06
Basic average shares(figures in $M),XEL,,,539.0,527.0,519.0
Diluted average shares(figures in $M),XEL,,,540.0,528.0,520.0
EBITDA(figures in $M),XEL,,4907.0,4464.0,4213.0,3975.0
