,2022,2021,2020,2019,2018,ticker
Current ratio,0.846,0.840,0.773,0.681,0.694,XEL
Quick ratio,0.426,0.405,0.415,0.394,0.395,XEL
Cash ratio,0.018,0.033,0.030,0.054,0.033,XEL
Days of sales outstanding,59.077,51.091,51.618,49.072,51.094,XEL
Days of inventory outstanding,31.015,28.180,29.758,29.174,28.235,XEL
Operating cycle,90.092,79.271,81.377,78.246,79.330,XEL
Days of payables outstanding,69.678,62.925,68.806,69.396,63.736,XEL
Cash conversion cycle,20.414,16.346,12.571,8.850,15.594,XEL
Gross profit margin,0.383,0.391,0.431,0.410,0.386,XEL
Operating profit margin,0.159,0.164,0.184,0.182,0.170,XEL
Pretax profit margin,0.105,0.114,0.127,0.130,0.125,XEL
Net profit margin,0.113,0.119,0.128,0.119,0.109,XEL
Effective tax rate,-0.084,-0.046,-0.004,0.085,0.126,XEL
Return on assets,0.028,0.028,0.027,0.027,0.027,XEL
Return on equity,0.104,0.102,0.101,0.104,0.103,XEL
Return on capital employed,0.044,0.042,0.043,0.046,0.047,XEL
Net income per EBT,1.084,1.046,1.004,0.915,0.874,XEL
Ebt per ebit,0.659,0.693,0.693,0.713,0.734,XEL
Ebit per revenue,0.159,0.164,0.184,0.182,0.170,XEL
Debt ratio,0.727,0.730,0.730,0.738,0.734,XEL
Debt equity ratio,1.561,1.584,1.524,1.530,1.411,XEL
Long term debt to capitalization,0.589,0.595,0.590,0.589,0.564,XEL
Total debt to capitalization,0.610,0.613,0.604,0.605,0.585,XEL
Interest coverage,2.719,2.700,2.652,2.963,3.134,XEL
Cash flow to debt ratio,0.151,0.088,0.128,0.161,0.181,XEL
Company equity multiplier,3.669,3.706,3.702,3.811,3.763,XEL
Receivables turnover,6.178,7.144,7.071,7.438,7.144,XEL
Payables turnover,5.238,5.801,5.305,5.260,5.727,XEL
Inventory turnover,11.768,12.952,12.265,12.511,12.927,XEL
Fixed asset turnover,0.310,0.287,0.259,0.280,0.312,XEL
Asset turnover,0.250,0.232,0.214,0.229,0.251,XEL
Operating cash flow per share,7.188,4.061,5.404,6.287,6.110,XEL
Free cash flow per share,-1.291,-3.813,-4.784,-1.854,-1.634,XEL
Cash per share,0.203,0.308,0.245,0.478,0.288,XEL
Payout ratio,0.583,0.585,0.581,0.577,0.579,XEL
Operating cash flow sales ratio,0.257,0.163,0.247,0.283,0.271,XEL
Free cash flow operating cash flow ratio,-0.180,-0.939,-0.885,-0.295,-0.267,XEL
Cash flow coverage ratios,0.151,0.088,0.128,0.161,0.181,XEL
Short term coverage ratios,1.803,1.209,2.336,2.516,2.162,XEL
Capital expenditure coverage ratio,-0.848,-0.516,-0.530,-0.772,-0.789,XEL
Dividend paid and capex coverage ratio,-1.084,-0.662,-0.631,-0.950,-0.967,XEL
Dividend payout ratio,0.583,0.585,0.581,0.577,0.579,XEL
Price book value ratio,2.300,2.337,2.411,2.489,2.060,XEL
Price to book ratio,2.300,2.337,2.411,2.489,2.060,XEL
Price to sales ratio,2.505,2.717,3.048,2.858,2.182,XEL
Price earnings ratio,22.091,22.849,23.853,24.017,19.966,XEL
Price to free cash flows ratio,-54.320,-17.757,-13.937,-34.253,-30.152,XEL
Price to operating cash flows ratio,9.753,16.670,12.337,10.098,8.064,XEL
Price cash flow ratio,9.753,16.670,12.337,10.098,8.064,XEL
Price earnings to growth ratio,3.114,3.750,4.198,3.490,2.149,XEL
Price sales ratio,2.505,2.717,3.048,2.858,2.182,XEL
Dividend yield,0.026,0.026,0.024,0.024,0.029,XEL
Enterprise value multiple,13.098,13.906,13.961,13.586,10.981,XEL
Price fair value,2.300,2.337,2.411,2.489,2.060,XEL
