,2022,2021,2020,2019,2018,ticker
Current ratio,1.599,1.844,1.717,1.566,1.863,EL
Quick ratio,0.961,1.257,1.200,1.046,1.269,EL
Cash ratio,0.680,0.936,0.970,0.649,0.659,EL
Days of sales outstanding,33.522,38.312,30.489,44.965,39.666,EL
Days of inventory outstanding,247.573,238.478,211.889,216.177,207.655,EL
Operating cycle,281.095,276.790,242.378,261.142,247.321,EL
Days of payables outstanding,154.479,161.080,120.947,160.570,151.698,EL
Cash conversion cycle,126.616,115.710,121.431,100.572,95.623,EL
Gross profit margin,0.757,0.764,0.752,0.772,0.792,EL
Operating profit margin,0.179,0.240,0.189,0.156,0.150,EL
Pretax profit margin,0.171,0.205,0.073,0.155,0.145,EL
Net profit margin,0.135,0.177,0.048,0.120,0.081,EL
Effective tax rate,0.207,0.137,0.335,0.222,0.436,EL
Return on assets,0.114,0.131,0.038,0.136,0.088,EL
Return on equity,0.428,0.471,0.173,0.405,0.236,EL
Return on capital employed,0.210,0.234,0.215,0.270,0.222,EL
Net income per EBT,0.787,0.862,0.654,0.774,0.560,EL
Ebt per ebit,0.958,0.855,0.387,0.997,0.965,EL
Ebit per revenue,0.179,0.240,0.189,0.156,0.150,EL
Debt ratio,0.692,0.684,0.777,0.665,0.625,EL
Debt equity ratio,1.368,1.330,2.218,0.774,0.756,EL
Long term debt to capitalization,0.556,0.558,0.645,0.396,0.418,EL
Total debt to capitalization,0.578,0.571,0.689,0.436,0.431,EL
Interest coverage,18.982,22.520,16.807,17.391,16.031,EL
Cash flow to debt ratio,0.398,0.448,0.259,0.738,0.726,EL
Company equity multiplier,3.741,3.607,4.488,2.983,2.681,EL
Receivables turnover,10.888,9.527,11.972,8.117,9.202,EL
Payables turnover,2.363,2.266,3.018,2.273,2.406,EL
Inventory turnover,1.474,1.531,1.723,1.688,1.758,EL
Fixed asset turnover,3.857,3.628,3.296,7.187,7.506,EL
Asset turnover,0.848,0.738,0.804,1.130,1.089,EL
Operating cash flow per share,8.444,10.006,6.323,6.924,6.992,EL
Free cash flow per share,5.556,8.250,4.595,4.878,5.283,EL
Cash per share,10.992,13.662,13.927,8.217,7.378,EL
Payout ratio,0.351,0.262,0.735,0.341,0.493,EL
Operating cash flow sales ratio,0.171,0.224,0.160,0.169,0.188,EL
Free cash flow operating cash flow ratio,0.658,0.825,0.727,0.704,0.756,EL
Cash flow coverage ratios,0.398,0.448,0.259,0.738,0.726,EL
Short term coverage ratios,4.803,8.835,1.428,4.878,14.060,EL
Capital expenditure coverage ratio,-2.923,-5.700,-3.660,-3.383,-4.091,EL
Dividend paid and capex coverage ratio,-15.200,31.302,-19,-18.644,-31,EL
Dividend payout ratio,0.351,0.262,0.735,0.341,0.493,EL
Price book value ratio,16.401,18.951,17.173,15.017,11.201,EL
Price to book ratio,16.401,18.951,17.173,15.017,11.201,EL
Price to sales ratio,5.169,7.119,4.760,4.457,3.838,EL
Price earnings ratio,38.360,40.220,99.471,37.110,47.392,EL
Price to free cash flows ratio,45.841,38.554,41.061,37.361,27.011,EL
Price to operating cash flows ratio,30.158,31.790,29.841,26.317,20.408,EL
Price cash flow ratio,30.158,31.790,29.841,26.317,20.408,EL
Price earnings to growth ratio,-2.389,0.127,-1.623,0.588,-4.132,EL
Price sales ratio,5.169,7.119,4.760,4.457,3.838,EL
Dividend yield,0.009,0.007,0.007,0.009,0.010,EL
Enterprise value multiple,22.158,26.077,21.648,20.183,20.484,EL
Price fair value,16.401,18.951,17.173,15.017,11.201,EL
