,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),SYK,18449.0,18449.0,17108.0,14351.0,14884.0
Cost of revenue(figures in $M),SYK,6871.0,6871.0,6140.0,5294.0,5188.0
Gross profit(figures in $M),SYK,11578.0,11578.0,10968.0,9057.0,9696.0
Research development(figures in $M),SYK,1454.0,1454.0,1235.0,984.0,971.0
Selling general and administrative(figures in $M),SYK,6455.0,6455.0,6427.0,5361.0,5356.0
Total operating expenses(figures in $M),SYK,8536.0,8536.0,8281.0,6817.0,6791.0
Operating income or loss(figures in $M),SYK,3042.0,3042.0,2687.0,2240.0,2905.0
Total other income/expenses net(figures in $M),SYK,-359.0,-359.0,-406.0,-286.0,-343.0
Income before tax(figures in $M),SYK,2683.0,2683.0,2281.0,1954.0,2562.0
Income tax expense(figures in $M),SYK,325.0,325.0,287.0,355.0,479.0
Income from continuing operations(figures in $M),SYK,2358.0,2358.0,1994.0,1599.0,2083.0
Net income(figures in $M),SYK,2358.0,2358.0,1994.0,1599.0,2083.0
Net income available to common shareholders(figures in $M),SYK,2358.0,2358.0,1994.0,1599.0,2083.0
Basic EPS(figures in $M),SYK,,,5.29e-06,4.26e-06,5.57e-06
Diluted EPS(figures in $M),SYK,,,5.21e-06,4.2000000000000004e-06,5.48e-06
Basic average shares(figures in $M),SYK,,,377.0,375.5,374.0
Diluted average shares(figures in $M),SYK,,,382.3,380.3,379.9
EBITDA(figures in $M),SYK,,4040.0,3677.0,3052.0,3683.0
