,2022,2021,2020,2019,2018,ticker
Current ratio,1.630,2.202,1.926,2.582,2.025,SYK
Quick ratio,0.871,1.328,1.136,1.663,1.255,SYK
Cash ratio,0.293,0.647,0.584,0.986,0.752,SYK
Days of sales outstanding,70.531,64.475,68.697,70.945,62.582,SYK
Days of inventory outstanding,212.222,197.005,240.897,230.904,231.305,SYK
Operating cycle,282.753,261.479,309.594,301.849,293.887,SYK
Days of payables outstanding,75.061,67.115,55.846,47.489,50.566,SYK
Cash conversion cycle,207.691,194.365,253.748,254.360,243.321,SYK
Gross profit margin,0.628,0.641,0.631,0.651,0.657,SYK
Operating profit margin,0.154,0.151,0.155,0.182,0.187,SYK
Pretax profit margin,0.145,0.133,0.136,0.172,0.173,SYK
Net profit margin,0.128,0.117,0.111,0.140,0.261,SYK
Effective tax rate,0.121,0.126,0.182,0.187,-0.508,SYK
Return on assets,0.064,0.058,0.047,0.069,0.130,SYK
Return on equity,0.142,0.134,0.122,0.163,0.303,SYK
Return on capital employed,0.093,0.086,0.076,0.105,0.113,SYK
Net income per EBT,0.879,0.874,0.818,0.813,1.508,SYK
Ebt per ebit,0.944,0.883,0.879,0.944,0.929,SYK
Ebit per revenue,0.154,0.151,0.155,0.182,0.187,SYK
Debt ratio,0.550,0.570,0.619,0.575,0.569,SYK
Debt equity ratio,0.785,0.839,1.069,0.866,0.840,SYK
Long term debt to capitalization,0.416,0.456,0.503,0.444,0.420,SYK
Total debt to capitalization,0.440,0.456,0.517,0.464,0.457,SYK
Interest coverage,17.981,8.528,7.337,5.071,0,SYK
Cash flow to debt ratio,0.201,0.261,0.234,0.198,0.265,SYK
Company equity multiplier,2.220,2.328,2.624,2.356,2.321,SYK
Receivables turnover,5.175,5.661,5.313,5.145,5.832,SYK
Payables turnover,4.863,5.438,6.536,7.686,7.218,SYK
Inventory turnover,1.720,1.853,1.515,1.581,1.578,SYK
Fixed asset turnover,6.212,6.039,5.215,5.798,5.937,SYK
Asset turnover,0.500,0.494,0.418,0.493,0.500,SYK
Operating cash flow per share,6.938,8.655,8.727,5.858,6.977,SYK
Free cash flow per share,5.383,7.263,7.430,4.123,5.448,SYK
Cash per share,5.098,8.008,8.053,11.832,9.888,SYK
Payout ratio,0.446,0.476,0.540,0.373,0.198,SYK
Operating cash flow sales ratio,0.142,0.191,0.228,0.147,0.192,SYK
Free cash flow operating cash flow ratio,0.776,0.839,0.851,0.704,0.781,SYK
Cash flow coverage ratios,0.201,0.261,0.234,0.198,0.265,SYK
Short term coverage ratios,2.203,466.143,4.306,2.551,1.901,SYK
Capital expenditure coverage ratio,-4.463,-6.215,-6.729,-3.376,-4.563,SYK
Dividend paid and capex coverage ratio,5.667,7.678,8.715,16.984,19.924,SYK
Dividend payout ratio,0.446,0.476,0.540,0.373,0.198,SYK
Price book value ratio,5.565,6.777,7.032,6.131,4.999,SYK
Price to book ratio,5.565,6.777,7.032,6.131,4.999,SYK
Price to sales ratio,5.012,5.893,6.412,5.275,4.311,SYK
Price earnings ratio,39.214,50.560,57.544,37.694,16.504,SYK
Price to free cash flows ratio,45.416,36.822,32.979,50.919,28.773,SYK
Price to operating cash flows ratio,35.239,30.897,28.078,35.836,22.468,SYK
Price cash flow ratio,35.239,30.897,28.078,35.836,22.468,SYK
Price earnings to growth ratio,2.207,2.091,-2.447,-0.911,0.067,SYK
Price sales ratio,5.012,5.893,6.412,5.275,4.311,SYK
Dividend yield,0.011,0.009,0.009,0.010,0.012,SYK
Enterprise value multiple,24.164,29.192,33.333,21.784,21.073,SYK
Price fair value,5.565,6.777,7.032,6.131,4.999,SYK
