,2022,2021,2020,2019,2018,ticker
Current ratio,1.431,1.403,1.547,1.496,1.346,FMC
Quick ratio,0.906,0.881,1.025,0.944,0.901,FMC
Cash ratio,0.151,0.147,0.201,0.124,0.054,FMC
Days of sales outstanding,180.629,186.920,183.227,176.664,193.602,FMC
Days of inventory outstanding,173.452,178.556,154.393,146.942,151.658,FMC
Operating cycle,354.081,365.476,337.621,323.607,345.260,FMC
Days of payables outstanding,131.507,144.171,133.410,130.052,119.898,FMC
Cash conversion cycle,222.574,221.305,204.210,193.555,225.363,FMC
Gross profit margin,0.401,0.430,0.442,0.452,0.441,FMC
Operating profit margin,0.183,0.191,0.183,0.181,0.153,FMC
Pretax profit margin,0.170,0.177,0.157,0.142,0.157,FMC
Net profit margin,0.127,0.146,0.119,0.104,0.106,FMC
Effective tax rate,0.148,0.102,0.207,0.170,0.119,FMC
Return on assets,0.066,0.070,0.054,0.048,0.050,FMC
Return on equity,0.217,0.241,0.185,0.186,0.161,FMC
Return on capital employed,0.144,0.136,0.116,0.117,0.104,FMC
Net income per EBT,0.749,0.824,0.756,0.729,0.675,FMC
Ebt per ebit,0.929,0.929,0.858,0.785,1.025,FMC
Ebit per revenue,0.183,0.191,0.183,0.181,0.153,FMC
Debt ratio,0.696,0.712,0.707,0.741,0.678,FMC
Debt equity ratio,0.963,1.040,1.095,1.272,0.879,FMC
Long term debt to capitalization,0.446,0.472,0.495,0.542,0.413,FMC
Total debt to capitalization,0.490,0.510,0.523,0.560,0.468,FMC
Interest coverage,6.979,7.338,5.625,5.264,5.393,FMC
Cash flow to debt ratio,0.178,0.259,0.198,0.150,0.134,FMC
Company equity multiplier,3.285,3.467,3.413,3.854,3.196,FMC
Receivables turnover,2.021,1.953,1.992,2.066,1.885,FMC
Payables turnover,2.776,2.532,2.736,2.807,3.044,FMC
Inventory turnover,2.104,2.044,2.364,2.484,2.407,FMC
Fixed asset turnover,6.829,6.175,6.015,6.082,4.579,FMC
Asset turnover,0.519,0.477,0.456,0.467,0.474,FMC
Operating cash flow per share,4.623,6.387,4.995,3.735,2.741,FMC
Free cash flow per share,3.494,5.607,4.476,3.017,1.576,FMC
Cash per share,4.541,4.025,4.386,2.593,1.420,FMC
Payout ratio,0.363,0.336,0.414,0.441,0.178,FMC
Operating cash flow sales ratio,0.100,0.163,0.140,0.106,0.078,FMC
Free cash flow operating cash flow ratio,0.756,0.878,0.896,0.808,0.575,FMC
Cash flow coverage ratios,0.178,0.259,0.198,0.150,0.134,FMC
Short term coverage ratios,1.077,1.860,1.915,2.145,0.673,FMC
Capital expenditure coverage ratio,-4.093,-8.193,-9.640,-5.202,-2.352,FMC
Dividend paid and capex coverage ratio,4.652,5.575,4.016,4.197,-5.466,FMC
Dividend payout ratio,0.363,0.336,0.414,0.441,0.178,FMC
Price book value ratio,4.623,4.623,4.995,5.097,3.185,FMC
Price to book ratio,4.623,4.623,4.995,5.097,3.185,FMC
Price to sales ratio,2.710,2.797,3.211,2.832,2.103,FMC
Price earnings ratio,21.346,19.158,27.029,27.349,19.797,FMC
Price to free cash flows ratio,35.723,19.598,25.674,33.088,46.932,FMC
Price to operating cash flows ratio,26.995,17.205,23.011,26.728,26.982,FMC
Price cash flow ratio,26.995,17.205,23.011,26.728,26.982,FMC
Price earnings to growth ratio,17.565,0.544,1.587,-10.229,0.028,FMC
Price sales ratio,2.710,2.797,3.211,2.832,2.103,FMC
Dividend yield,0.017,0.018,0.015,0.016,0.009,FMC
Enterprise value multiple,14.993,14.799,17.376,16.228,14.014,FMC
Price fair value,4.623,4.623,4.995,5.097,3.185,FMC
