,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),IPG,10927.8,10927.8,10240.7,9061.0,10221.3
Cost of revenue(figures in $M),IPG,9083.1,9083.1,8387.8,7709.4,8729.1
Gross profit(figures in $M),IPG,1844.7,1844.7,1852.9,1351.6,1492.2
Selling general and administrative(figures in $M),IPG,87.1,87.1,122.3,58.8,93.8
Total operating expenses(figures in $M),IPG,361.1,361.1,406.1,349.4,372.3
Operating income or loss(figures in $M),IPG,1483.6,1483.6,1446.8,1002.2,1119.9
Interest expense(figures in $M),IPG,174.7,174.7,173.1,192.2,199.3
Total other income/expenses net(figures in $M),IPG,-103.4,-103.4,-81.3,-478.2,-76.8
Income before tax(figures in $M),IPG,1268.9,1268.9,1222.1,361.3,878.3
Income tax expense(figures in $M),IPG,318.4,318.4,251.8,8.0,204.8
Income from continuing operations(figures in $M),IPG,956.1,956.1,972.8,354.2,673.9
Net income(figures in $M),IPG,938.0,938.0,952.8,351.1,656.0
Net income available to common shareholders(figures in $M),IPG,938.0,938.0,952.8,351.1,656.0
Basic EPS(figures in $M),IPG,,2.4e-06,2.42e-06,9.000000000000001e-07,1.7e-06
Diluted EPS(figures in $M),IPG,,2.37e-06,2.39e-06,8.900000000000001e-07,1.68e-06
Basic average shares(figures in $M),IPG,,391.5,393.0,389.4,386.1
Diluted average shares(figures in $M),IPG,,395.1,398.4,393.2,391.2
EBITDA(figures in $M),IPG,,1717.6,1679.0,844.1,1356.1
