,2022,2021,2020,2019,2018,ticker
Current ratio,1.034,1.031,0.978,0.931,1.007,IPG
Quick ratio,0.990,0.991,0.937,0.885,0.948,IPG
Cash ratio,0.255,0.300,0.262,0.127,0.083,IPG
Days of sales outstanding,245.130,268.203,260.511,255.085,264.034,IPG
Days of inventory outstanding,0,0,0,0,0,IPG
Operating cycle,245.130,268.203,260.511,255.085,264.034,IPG
Days of payables outstanding,330.932,389.900,344.182,301.288,293.276,IPG
Cash conversion cycle,-85.801,-121.696,-83.671,-46.202,-29.242,IPG
Gross profit margin,0.169,0.181,0.149,0.146,0.142,IPG
Operating profit margin,0.126,0.140,0.107,0.106,0.104,IPG
Pretax profit margin,0.116,0.119,0.040,0.086,0.086,IPG
Net profit margin,0.086,0.093,0.039,0.064,0.064,IPG
Effective tax rate,0.251,0.206,0.022,0.233,0.238,IPG
Return on assets,0.050,0.048,0.019,0.037,0.040,IPG
Return on equity,0.257,0.270,0.121,0.236,0.259,IPG
Return on capital employed,0.156,0.159,0.114,0.130,0.135,IPG
Net income per EBT,0.739,0.780,0.972,0.747,0.739,IPG
Ebt per ebit,0.919,0.851,0.374,0.809,0.831,IPG
Ebit per revenue,0.126,0.140,0.107,0.106,0.104,IPG
Debt ratio,0.801,0.819,0.832,0.832,0.844,IPG
Debt equity ratio,1.242,1.361,1.788,1.810,1.560,IPG
Long term debt to capitalization,0.538,0.560,0.601,0.602,0.605,IPG
Total debt to capitalization,0.554,0.576,0.641,0.644,0.609,IPG
Interest coverage,7.906,8.297,5.033,5.449,8.202,IPG
Cash flow to debt ratio,0.134,0.433,0.357,0.304,0.151,IPG
Company equity multiplier,5.166,5.646,6.232,6.395,6.527,IPG
Receivables turnover,1.489,1.361,1.401,1.431,1.382,IPG
Payables turnover,1.103,0.936,1.060,1.211,1.245,IPG
Inventory turnover,0,0,0,0,0,IPG
Fixed asset turnover,5.707,4.613,4.378,4.345,12.283,IPG
Asset turnover,0.580,0.514,0.502,0.576,0.622,IPG
Operating cash flow per share,1.555,5.281,4.744,3.961,1.474,IPG
Free cash flow per share,1.100,4.784,4.314,3.447,1.012,IPG
Cash per share,6.501,8.321,6.443,3.088,1.757,IPG
Payout ratio,0.488,0.449,1.134,0.554,0.520,IPG
Operating cash flow sales ratio,0.056,0.203,0.204,0.150,0.058,IPG
Free cash flow operating cash flow ratio,0.707,0.906,0.909,0.870,0.687,IPG
Cash flow coverage ratios,0.134,0.433,0.357,0.304,0.151,IPG
Short term coverage ratios,2.168,6.610,2.255,1.861,7.657,IPG
Capital expenditure coverage ratio,-3.418,-10.628,-11.028,-7.704,-3.191,IPG
Dividend paid and capex coverage ratio,2.181,8.931,8.010,9.290,3.897,IPG
Dividend payout ratio,0.488,0.449,1.134,0.554,0.520,IPG
Price book value ratio,3.575,4.174,3.164,3.213,3.304,IPG
Price to book ratio,3.575,4.174,3.164,3.213,3.304,IPG
Price to sales ratio,1.193,1.437,1.011,0.873,0.814,IPG
Price earnings ratio,13.903,15.447,26.086,13.596,12.777,IPG
Price to free cash flows ratio,30.278,7.827,5.453,6.702,20.380,IPG
Price to operating cash flows ratio,21.421,7.091,4.958,5.832,13.993,IPG
Price cash flow ratio,21.421,7.091,4.958,5.832,13.993,IPG
Price earnings to growth ratio,-16.822,0.091,-0.554,2.432,1.586,IPG
Price sales ratio,1.193,1.437,1.011,0.873,0.814,IPG
Dividend yield,0.035,0.029,0.043,0.041,0.041,IPG
Enterprise value multiple,8.257,9.616,9.401,9.173,9.587,IPG
Price fair value,3.575,4.174,3.164,3.213,3.304,IPG
