,ticker,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Cash and cash equivalents(figures in $M),ABC,3388.189,2547.142,4597.746,3374.194
Total cash(figures in $M),ABC,3388.189,2547.142,4597.746,3374.194
Net receivables(figures in $M),ABC,18452.675,18167.175,13846.301,12386.879
Inventory(figures in $M),ABC,15556.394,15368.352,12589.278,11060.254
Other current assets(figures in $M),ABC,1532.061,1271.557,1344.649,1147.483
Total current assets(figures in $M),ABC,39589.758,38802.609,33019.853,28132.054
"Gross property, plant and equipment(figures in $M)",ABC,4387.348,4081.691,3244.477,3349.14
Accumulated depreciation(figures in $M),ABC,-2252.345,-1918.73,-1759.669,-1578.624
"Net property, plant and equipment(figures in $M)",ABC,2135.003,2162.961,1484.808,1770.516
Goodwill(figures in $M),ABC,8503.886,9030.531,6706.719,6705.507
Intangible assets(figures in $M),ABC,4332.737,5256.927,1886.107,2294.836
Other long-term assets(figures in $M),ABC,1761.661,1793.986,779.854,269.067
Total non-current assets(figures in $M),ABC,16970.858,18535.196,10928.01,11039.926
Total assets(figures in $M),ABC,56560.616,57337.805,43947.863,39171.98
Current debt(figures in $M),ABC,1070.473,300.213,501.259,139.012
Accounts payable(figures in $M),ABC,40192.89,38009.954,31705.055,28385.074
Accrued liabilities(figures in $M),ABC,2214.592,2856.405,1646.763,1057.208
Other current liabilities(figures in $M),ABC,2214.592,192.069,1646.763,1057.208
Total current liabilities(figures in $M),ABC,43477.955,41358.641,33853.077,29581.294
Long-term debt(figures in $M),ABC,4632.36,6383.711,3618.261,4033.88
Deferred tax liabilities(figures in $M),ABC,1620.413,1685.296,0.0,1860.195
Other long-term liabilities(figures in $M),ABC,976.583,1082.723,6671.798,419.33
Total non-current liabilities(figures in $M),ABC,13011.388,15394.753,10934.422,6597.48
Total liabilities(figures in $M),ABC,56489.343,56753.394,44787.499,36178.774
Common stock(figures in $M),ABC,2.927,2.907,2.878,2.853
Retained earnings(figures in $M),ABC,2977.646,1670.513,518.335,4235.491
Accumulated other comprehensive income(figures in $M),ABC,-1830.97,-445.442,-108.83,-111.965
Total stockholders' equity(figures in $M),ABC,-289.784,223.354,-839.636,2993.206
Total liabilities and stockholders' equity(figures in $M),ABC,56560.616,57337.805,43947.863,39171.98
