,2022,2021,2020,2019,2018,ticker
Current ratio,0.911,0.938,0.975,0.951,0.929,ABC
Quick ratio,0.502,0.506,0.558,0.533,0.495,ABC
Cash ratio,0.078,0.062,0.136,0.114,0.089,ABC
Days of sales outstanding,28.230,31.366,27.484,25.175,24.590,ABC
Days of inventory outstanding,24.656,27.093,24.878,23.141,26.635,ABC
Operating cycle,52.886,58.459,52.363,48.316,51.226,ABC
Days of payables outstanding,63.704,67.008,62.654,59.390,59.974,ABC
Cash conversion cycle,-10.818,-8.549,-10.292,-11.073,-8.749,ABC
Gross profit margin,0.035,0.032,0.027,0.029,0.027,ABC
Operating profit margin,0.010,0.011,0.011,0.011,0.009,ABC
Pretax profit margin,0.009,0.010,-0.028,0.005,0.007,ABC
Net profit margin,0.007,0.007,-0.018,0.005,0.010,ABC
Effective tax rate,0.237,0.305,0.358,0.117,-0.372,ABC
Return on assets,0.030,0.027,-0.077,0.022,0.044,ABC
Return on equity,-5.862,6.895,4.049,0.286,0.565,ABC
Return on capital employed,0.181,0.147,0.202,0.211,0.147,ABC
Net income per EBT,0.778,0.693,0.642,0.884,1.409,ABC
Ebt per ebit,0.923,0.944,-2.601,0.478,0.816,ABC
Ebit per revenue,0.010,0.011,0.011,0.011,0.009,ABC
Debt ratio,0.999,0.990,1.019,0.924,0.919,ABC
Debt equity ratio,-19.680,29.925,-4.906,1.394,1.470,ABC
Long term debt to capitalization,1.067,0.966,1.302,0.574,0.586,ABC
Total debt to capitalization,1.054,0.968,1.256,0.582,0.595,ABC
Interest coverage,11.232,12.897,14.760,12.837,7.613,ABC
Cash flow to debt ratio,0.474,0.399,0.536,0.562,0.327,ABC
Company equity multiplier,-195.182,256.713,-52.342,13.087,12.844,ABC
Receivables turnover,12.930,11.637,13.280,14.498,14.843,ABC
Payables turnover,5.730,5.447,5.826,6.146,6.086,ABC
Inventory turnover,14.804,13.472,14.671,15.773,13.704,ABC
Fixed asset turnover,111.750,98.933,127.891,101.433,88.743,ABC
Asset turnover,4.218,3.732,4.321,4.585,4.458,ABC
Operating cash flow per share,12.966,12.950,10.777,11.153,6.478,ABC
Free cash flow per share,10.585,10.822,8.972,9.677,4.934,ABC
Cash per share,16.252,12.370,22.452,16.055,11.440,ABC
Payout ratio,0.231,0.238,-0.101,0.396,0.201,ABC
Operating cash flow sales ratio,0.011,0.012,0.012,0.013,0.008,ABC
Free cash flow operating cash flow ratio,0.816,0.836,0.833,0.868,0.762,ABC
Cash flow coverage ratios,0.474,0.399,0.536,0.562,0.327,ABC
Short term coverage ratios,2.525,8.882,4.403,16.862,9.306,ABC
Capital expenditure coverage ratio,-5.446,-6.085,-5.970,-7.556,-4.195,ABC
Dividend paid and capex coverage ratio,-25.834,-37.259,-84.564,81.526,-418.809,ABC
Dividend payout ratio,0.231,0.238,-0.101,0.396,0.201,ABC
Price book value ratio,-97.357,110.126,-23.638,5.781,6.893,ABC
Price to book ratio,-97.357,110.126,-23.638,5.781,6.893,ABC
Price to sales ratio,0.118,0.115,0.105,0.096,0.120,ABC
Price earnings ratio,16.607,15.973,-5.838,20.229,12.190,ABC
Price to free cash flows ratio,12.785,11.038,10.802,8.508,18.806,ABC
Price to operating cash flows ratio,10.437,9.224,8.993,7.382,14.324,ABC
Price cash flow ratio,10.437,9.224,8.993,7.382,14.324,ABC
Price earnings to growth ratio,1.854,0.110,0.011,-0.435,0.041,ABC
Price sales ratio,0.118,0.115,0.105,0.096,0.120,ABC
Dividend yield,0.014,0.015,0.017,0.020,0.016,ABC
Enterprise value multiple,8.785,8.429,7.983,7.276,11.478,ABC
Price fair value,-97.357,110.126,-23.638,5.781,6.893,ABC
