,2022,2021,2020,2019,2018,ticker
Current ratio,1.410,1.339,1.297,1.242,1.046,SUN
Quick ratio,0.702,0.633,0.617,0.581,0.540,SUN
Cash ratio,0.058,0.028,0.149,0.028,0.065,SUN
Days of sales outstanding,12.839,11.160,10.429,9.039,8.828,SUN
Days of inventory outstanding,12.210,11.868,14.165,9.827,8.503,SUN
Operating cycle,25.048,23.028,24.594,18.866,17.331,SUN
Days of payables outstanding,14.366,11.446,9.901,10.437,9.367,SUN
Cash conversion cycle,10.682,11.582,14.693,8.429,7.964,SUN
Gross profit margin,0.046,0.067,0.081,0.062,0.055,SUN
Operating profit margin,0.019,0.032,0.022,0.021,0.020,SUN
Pretax profit margin,0.019,0.031,0.022,0.018,0.005,SUN
Net profit margin,0.018,0.030,0.020,0.019,-0.012,SUN
Effective tax rate,0.052,0.054,0.102,-0.057,0.370,SUN
Return on assets,0.070,0.090,0.040,0.058,-0.042,SUN
Return on equity,0.504,0.646,0,0,0,SUN
Return on capital employed,0.088,0.114,0.051,0.075,0.086,SUN
Net income per EBT,0.948,0.946,0.898,1.057,-2.250,SUN
Ebt per ebit,1.050,0.986,0.996,0.836,0.267,SUN
Ebit per revenue,0.019,0.032,0.022,0.021,0.020,SUN
Debt ratio,0.862,0.861,0.880,0.861,0.839,SUN
Debt equity ratio,4.374,4.679,0,0,0,SUN
Long term debt to capitalization,0.813,0.823,1,1,1,SUN
Total debt to capitalization,0.814,0.824,1,1,1,SUN
Interest coverage,2.621,3.448,1.354,2.046,2.447,SUN
Cash flow to debt ratio,0.136,0.143,0.137,0.120,-0.012,SUN
Company equity multiplier,7.251,7.170,0,0,0,SUN
Receivables turnover,28.430,32.706,35,40.380,41.348,SUN
Payables turnover,25.407,31.889,36.865,34.973,38.966,SUN
Inventory turnover,29.894,30.755,25.767,37.143,42.925,SUN
Fixed asset turnover,11.221,8.024,5.453,8.281,10.992,SUN
Asset turnover,3.767,3.026,2.033,3.052,3.483,SUN
Operating cash flow per share,6.698,6.513,6.044,5.256,-0.439,SUN
Free cash flow per share,4.477,4.426,4.551,3.468,-1.684,SUN
Cash per share,0.979,0.300,1.168,0.254,0.664,SUN
Payout ratio,0.756,0.681,1.670,1.128,-1.850,SUN
Operating cash flow sales ratio,0.022,0.031,0.047,0.026,-0.002,SUN
Free cash flow operating cash flow ratio,0.668,0.680,0.753,0.660,3.838,SUN
Cash flow coverage ratios,0.136,0.143,0.137,0.120,-0.012,SUN
Short term coverage ratios,26.714,21.720,20.080,14.032,-7.400,SUN
Capital expenditure coverage ratio,-3.016,-3.121,-4.048,-2.939,0.352,SUN
Dividend paid and capex coverage ratio,3.243,2.967,2.183,2.122,-0.133,SUN
Dividend payout ratio,0.756,0.681,1.670,1.128,-1.850,SUN
Price book value ratio,3.832,4.197,0,0,0,SUN
Price to book ratio,3.832,4.197,0,0,0,SUN
Price to sales ratio,0.140,0.193,0.223,0.153,0.135,SUN
Price earnings ratio,7.600,6.496,11.276,8.090,-11.073,SUN
Price to free cash flows ratio,9.626,9.225,6.324,8.823,-16.142,SUN
Price to operating cash flows ratio,6.435,6.269,4.762,5.821,-61.949,SUN
Price cash flow ratio,6.435,6.269,4.762,5.821,-61.949,SUN
Price earnings to growth ratio,1.271,0.028,-0.265,0.038,0.014,SUN
Price sales ratio,0.140,0.193,0.223,0.153,0.135,SUN
Dividend yield,0.099,0.105,0.148,0.139,0.167,SUN
Enterprise value multiple,11.415,9.708,13.997,11.420,34.914,SUN
Price fair value,3.832,4.197,0,0,0,SUN
