,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),CME,5019.4,5019.4,4689.7,4883.6,4868.0
Cost of revenue(figures in $M),CME,753.1,753.1,837.0,856.5,898.7
Gross profit(figures in $M),CME,4266.3,4266.3,3852.7,4027.1,3969.3
Selling general and administrative(figures in $M),CME,137.4,137.4,151.7,191.3,174.1
Total operating expenses(figures in $M),CME,1250.4,1250.4,1207.5,1389.7,1381.5
Operating income or loss(figures in $M),CME,3015.9,3015.9,2645.2,2637.4,2587.8
Interest expense(figures in $M),CME,162.7,162.7,166.9,166.2,178.0
Total other income/expenses net(figures in $M),CME,637.1,637.1,895.3,250.9,279.8
Income before tax(figures in $M),CME,3490.3,3490.3,3373.6,2722.1,2689.6
Income tax expense(figures in $M),CME,799.3,799.3,736.7,615.7,573.8
Income from continuing operations(figures in $M),CME,2691.0,2691.0,2636.9,2106.4,2115.8
Net income(figures in $M),CME,2691.0,2691.0,2636.4,2105.2,2116.5
Net income available to common shareholders(figures in $M),CME,2657.2,2657.2,2636.4,2105.2,2116.5
Basic EPS(figures in $M),CME,,7.41e-06,7.2999999999999996e-06,5.88e-06,5.93e-06
Diluted EPS(figures in $M),CME,,7.4e-06,7.29e-06,5.87e-06,5.91e-06
Basic average shares(figures in $M),CME,,358.713,358.34,357.764,357.155
Diluted average shares(figures in $M),CME,,359.181,358.929,358.524,358.239
EBITDA(figures in $M),CME,,4015.6,3925.9,3352.7,3340.9
