,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),CME,2720.1,2834.9,1633.2,1551.4
Other short-term investments(figures in $M),CME,96.0,115.0,100.9,83.2
Total cash(figures in $M),CME,2816.1,2949.9,1734.1,1634.6
Net receivables(figures in $M),CME,483.2,434.5,461.3,491.8
Other current assets(figures in $M),CME,524.9,423.0,302.0,360.1
Total current assets(figures in $M),CME,139078.3,161761.8,89283.9,39567.8
"Gross property, plant and equipment(figures in $M)",CME,455.5,505.3,579.2,544.0
Accumulated depreciation(figures in $M),CME,-1145.2,-1039.5,-961.2,-867.5
"Net property, plant and equipment(figures in $M)",CME,455.5,505.3,579.2,544.0
Goodwill(figures in $M),CME,10482.5,10528.0,10798.8,10742.5
Intangible assets(figures in $M),CME,20445.0,20707.3,22040.6,22293.0
Other long-term assets(figures in $M),CME,3714.4,3277.9,1957.1,2068.0
Total non-current assets(figures in $M),CME,35097.4,35018.5,35375.7,35647.5
Total assets(figures in $M),CME,174175.7,196780.3,124659.6,75215.3
Current debt(figures in $M),CME,16.0,749.4,0.0,0.0
Accounts payable(figures in $M),CME,121.4,48.8,69.3,61.9
Other current liabilities(figures in $M),CME,137550.1,159600.2,88128.6,38460.6
Total current liabilities(figures in $M),CME,137687.5,160398.4,88197.9,38522.5
Long-term debt(figures in $M),CME,3422.4,2695.7,3443.8,3743.2
Deferred tax liabilities(figures in $M),CME,5361.1,5390.4,5607.0,5635.2
Other long-term liabilities(figures in $M),CME,826.0,896.5,1059.4,1155.1
Total non-current liabilities(figures in $M),CME,9609.5,8982.6,10110.2,10533.5
Total liabilities(figures in $M),CME,147297.0,169381.0,98308.1,49056.0
Common stock(figures in $M),CME,3.6,3.6,3.6,3.6
Retained earnings(figures in $M),CME,4746.8,5151.9,4995.9,5008.7
Accumulated other comprehensive income(figures in $M),CME,-133.3,53.5,134.9,3.4
Total stockholders' equity(figures in $M),CME,26878.7,27399.3,26319.9,26128.9
Total liabilities and stockholders' equity(figures in $M),CME,174175.7,196780.3,124659.6,75215.3
