,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),NWL,9459.0,9459.0,10589.0,9385.0,9714.9
Cost of revenue(figures in $M),NWL,6625.0,6625.0,7293.0,6306.0,6495.5
Gross profit(figures in $M),NWL,2834.0,2834.0,3296.0,3079.0,3219.4
Selling general and administrative(figures in $M),NWL,2033.0,2033.0,2274.0,2189.0,2451.0
Total operating expenses(figures in $M),NWL,2033.0,2033.0,2274.0,2189.0,2451.0
Operating income or loss(figures in $M),NWL,801.0,801.0,1022.0,890.0,768.4
Interest expense(figures in $M),NWL,235.0,235.0,256.0,274.0,
Total other income/expenses net(figures in $M),NWL,-409.0,-409.0,-73.0,-1622.0,-1316.7
Income before tax(figures in $M),NWL,157.0,157.0,693.0,-1006.0,-851.6
Income tax expense(figures in $M),NWL,-40.0,-40.0,121.0,-236.0,-1037.7
Income from continuing operations(figures in $M),NWL,197.0,197.0,572.0,-770.0,186.1
Net income(figures in $M),NWL,197.0,197.0,572.0,-770.0,106.6
Net income available to common shareholders(figures in $M),NWL,197.0,197.0,572.0,-770.0,106.6
Basic EPS(figures in $M),NWL,,4.6999999999999995e-07,1.46e-06,-1.8200000000000002e-06,2.5e-07
Diluted EPS(figures in $M),NWL,,4.6999999999999995e-07,1.4499999999999999e-06,-1.8200000000000002e-06,2.5e-07
Basic average shares(figures in $M),NWL,,415.7,425.3,424.1,423.3
Diluted average shares(figures in $M),NWL,,417.4,428.0,424.1,423.9
EBITDA(figures in $M),NWL,,688.0,1274.0,-375.0,1214.4
