,2022,2021,2020,2019,2018,ticker
Current ratio,10.085,8.993 K,126.760,5.917,6.384 K,HBAN
Quick ratio,14.935 M,2.809 K,126.760,5.917,223.846,HBAN
Cash ratio,2.784 M,422.429,36.678,0.488,209.615,HBAN
Days of sales outstanding,1.924 K,301.943,0,0,0,HBAN
Days of inventory outstanding,0,0,0,0,0,HBAN
Days of payables outstanding,0,0,0,0,0,HBAN
Gross profit margin,1,1,1,1,0,HBAN
Operating profit margin,2.984,0.330,0.290,0.567,0,HBAN
Pretax profit margin,2.151,0.266,0.202,0.355,0.361,HBAN
Net profit margin,1.742,0.216,0.170,0.302,0.309,HBAN
Effective tax rate,0.186,0.185,0.159,0.149,0.144,HBAN
Return on assets,0.012,0.007,0.007,0.013,0.013,HBAN
Return on equity,0.126,0.067,0.063,0.120,0.125,HBAN
Return on capital employed,0.021,0.011,0.011,0.025,0,HBAN
Net income per EBT,0.810,0.814,0.841,0.851,0.856,HBAN
Ebt per ebit,0.721,0.804,0.697,0.627,0,HBAN
Ebit per revenue,2.984,0.330,0.290,0.567,0,HBAN
Debt ratio,0.903,0.889,0.894,0.892,0.898,HBAN
Debt equity ratio,0.661,0.386,0.657,1.056,0.778,HBAN
Long term debt to capitalization,0.353,0.269,0.391,0.455,0.437,HBAN
Total debt to capitalization,0.398,0.278,0.396,0.514,0.438,HBAN
Interest coverage,5.510,22.247,3.298,2.679,0,HBAN
Cash flow to debt ratio,0.344,0.277,0.155,0.126,0.200,HBAN
Company equity multiplier,10.316,9.020,9.470,9.241,9.798,HBAN
Receivables turnover,0.190,1.209,0,0,0,HBAN
Payables turnover,0,0,0,0,0,HBAN
Inventory turnover,0,0,0,0,0,HBAN
Fixed asset turnover,1.112,5.147,6.361,6.117,5.709,HBAN
Asset turnover,0.007,0.034,0.039,0.043,0.041,HBAN
Operating cash flow per share,3.960,1.634,1.301,1.515,1.649,HBAN
Free cash flow per share,3.749,1.438,1.184,1.412,1.544,HBAN
Cash per share,29.834,27.238,22.809,14.844,2.780,HBAN
Payout ratio,0.451,0.686,0.854,0.476,0.419,HBAN
Operating cash flow sales ratio,3.134,0.344,0.275,0.337,0.383,HBAN
Free cash flow operating cash flow ratio,0.947,0.880,0.910,0.932,0.936,HBAN
Cash flow coverage ratios,0.344,0.277,0.155,0.126,0.200,HBAN
Short term coverage ratios,1.987,6.174,7.230,0.604,132.769,HBAN
Capital expenditure coverage ratio,-18.818,-8.348,-11.118,-14.710,-15.691,HBAN
Dividend paid and capex coverage ratio,5.059,3.217,2.285,2.791,3.641,HBAN
Dividend payout ratio,0.451,0.686,0.854,0.476,0.419,HBAN
Price book value ratio,0.809,1.008,0.989,1.328,1.124,HBAN
Price to book ratio,0.809,1.008,0.989,1.328,1.124,HBAN
Price to sales ratio,11.159,3.248,2.668,3.357,2.767,HBAN
Price earnings ratio,6.407,15.027,15.722,11.103,8.957,HBAN
Price to free cash flows ratio,3.761,10.722,10.668,10.679,7.721,HBAN
Price to operating cash flows ratio,3.561,9.437,9.709,9.953,7.229,HBAN
Price cash flow ratio,3.561,9.437,9.709,9.953,7.229,HBAN
Price earnings to growth ratio,0.045,0.533,-0.350,1.935,0.457,HBAN
Price sales ratio,11.159,3.248,2.668,3.357,2.767,HBAN
Dividend yield,0.070,0.046,0.054,0.043,0.047,HBAN
Enterprise value multiple,4.865,10.144,10.214,9.959,6.383,HBAN
Price fair value,0.809,1.008,0.989,1.328,1.124,HBAN
