,2022,2021,2020,2019,2018,ticker
Current ratio,0.582,3.302,1.141,0.807,0.425,MS
Quick ratio,0.867,1.195,1.141,0.807,0.285,MS
Cash ratio,0.419,0.363,0.279,0.239,0.089,MS
Days of sales outstanding,570.944,621.239,788.045,521.780,515.824,MS
Days of inventory outstanding,0,0,0,0,0,MS
Days of payables outstanding,3.020 K,0,0,0,0,MS
Gross profit margin,0.480,1,1,1,1,MS
Operating profit margin,0.522,0.371,0.399,0.604,0.562,MS
Pretax profit margin,0.281,0.349,0.318,0.290,0.298,MS
Net profit margin,0.220,0.266,0.243,0.232,0.232,MS
Effective tax rate,0.207,0.231,0.225,0.183,0.209,MS
Return on assets,0.009,0.013,0.010,0.010,0.010,MS
Return on equity,0.110,0.143,0.108,0.111,0.109,MS
Return on capital employed,0.027,0.022,0.021,0.034,0.078,MS
Net income per EBT,0.783,0.764,0.763,0.800,0.778,MS
Ebt per ebit,0.538,0.939,0.797,0.481,0.530,MS
Ebit per revenue,0.522,0.371,0.399,0.604,0.562,MS
Debt ratio,0.914,0.910,0.908,0.908,0.905,MS
Debt equity ratio,2.459,2.306,2.289,2.542,2.481,MS
Long term debt to capitalization,0.707,0.688,0.683,0.708,0.709,MS
Total debt to capitalization,0.711,0.698,0.696,0.718,0.713,MS
Interest coverage,2.136,15.335,4.698,1.895,2.100,MS
Cash flow to debt ratio,-0.026,0.140,-0.108,0.197,0.037,MS
Company equity multiplier,11.786,11.268,10.963,10.980,10.636,MS
Receivables turnover,0.639,0.588,0.463,0.700,0.708,MS
Payables turnover,0.121,0,0,0,0,MS
Inventory turnover,0,0,0,0,0,MS
Fixed asset turnover,12.553 K,3.526 K,2.156 K,0,0,MS
Asset turnover,0.043,0.047,0.041,0.043,0.044,MS
Operating cash flow per share,-3.783,19.031,-15.740,25.215,4.277,MS
Free cash flow per share,-5.603,17.738,-16.641,24.086,3.185,MS
Cash per share,66.976,106.257,110.939,69.191,66.101,MS
Payout ratio,0.490,0.277,0.249,0.291,0.271,MS
Operating cash flow sales ratio,-0.127,0.602,-0.557,1.047,0.194,MS
Free cash flow operating cash flow ratio,1.481,0.932,1.057,0.955,0.745,MS
Cash flow coverage ratios,-0.026,0.140,-0.108,0.197,0.037,MS
Short term coverage ratios,-1.246,3.286,-1.784,4.216,2.040,MS
Capital expenditure coverage ratio,2.078,-14.719,17.473,-22.329,-3.917,MS
Dividend paid and capex coverage ratio,-2.754,18.235,-19.483,50.903,14.324,MS
Dividend payout ratio,0.490,0.277,0.249,0.291,0.271,MS
Price book value ratio,1.436,1.662,1.079,1.014,0.844,MS
Price to book ratio,1.436,1.662,1.079,1.014,0.844,MS
Price to sales ratio,2.863,3.106,2.427,2.124,1.796,MS
Price earnings ratio,13.036,11.655,9.990,9.142,7.741,MS
Price to free cash flows ratio,-15.173,5.534,-4.118,2.122,12.449,MS
Price to operating cash flows ratio,-22.474,5.158,-4.354,2.027,9.271,MS
Price cash flow ratio,-22.474,5.158,-4.354,2.027,9.271,MS
Price earnings to growth ratio,-0.551,0.474,0.407,0.977,0.148,MS
Price sales ratio,2.863,3.106,2.427,2.124,1.796,MS
Dividend yield,0.038,0.024,0.025,0.032,0.035,MS
Enterprise value multiple,9.841,13.175,12.600,9.189,9.337,MS
Price fair value,1.436,1.662,1.079,1.014,0.844,MS
