,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),BA,14614.0,8052.0,7752.0,9485.0
Other short-term investments(figures in $M),BA,2606.0,8192.0,17838.0,545.0
Total cash(figures in $M),BA,17220.0,16244.0,25590.0,10030.0
Net receivables(figures in $M),BA,2517.0,2641.0,1955.0,3266.0
Inventory(figures in $M),BA,78151.0,78823.0,81715.0,76622.0
Other current assets(figures in $M),BA,2847.0,2221.0,4286.0,3106.0
Total current assets(figures in $M),BA,109523.0,108666.0,121642.0,102229.0
"Gross property, plant and equipment(figures in $M)",BA,31992.0,31456.0,32327.0,31844.0
Accumulated depreciation(figures in $M),BA,-21442.0,-20538.0,-20507.0,-19342.0
"Net property, plant and equipment(figures in $M)",BA,10550.0,10918.0,11820.0,12502.0
Equity and other investments(figures in $M),BA,983.0,975.0,1016.0,1092.0
Goodwill(figures in $M),BA,8057.0,8068.0,8081.0,8060.0
Intangible assets(figures in $M),BA,2311.0,2562.0,2843.0,3338.0
Other long-term assets(figures in $M),BA,4163.0,5591.0,4712.0,3585.0
Total non-current assets(figures in $M),BA,27577.0,29886.0,30494.0,31396.0
Total assets(figures in $M),BA,137100.0,138552.0,152136.0,133625.0
Current debt(figures in $M),BA,5190.0,1296.0,1693.0,7340.0
Accounts payable(figures in $M),BA,10200.0,9261.0,12928.0,15553.0
Taxes payable(figures in $M),BA,0.0,5.0,43.0,670.0
Accrued liabilities(figures in $M),BA,21581.0,18455.0,22171.0,22868.0
Deferred revenues(figures in $M),BA,53081.0,52980.0,50488.0,51551.0
Other current liabilities(figures in $M),BA,4060.0,2014.0,1913.0,1681.0
Total current liabilities(figures in $M),BA,90052.0,81992.0,87280.0,97312.0
Long-term debt(figures in $M),BA,51811.0,56806.0,61890.0,19962.0
Deferred tax liabilities(figures in $M),BA,230.0,218.0,1010.0,413.0
Other long-term liabilities(figures in $M),BA,2211.0,1750.0,1486.0,3422.0
Total non-current liabilities(figures in $M),BA,62896.0,71406.0,82931.0,44613.0
Total liabilities(figures in $M),BA,152948.0,153398.0,170211.0,141925.0
Common stock(figures in $M),BA,5061.0,5061.0,5061.0,5061.0
Retained earnings(figures in $M),BA,29473.0,34408.0,38610.0,50644.0
Accumulated other comprehensive income(figures in $M),BA,-9550.0,-11659.0,-17133.0,-16153.0
Total stockholders' equity(figures in $M),BA,-15883.0,-14999.0,-18316.0,-8617.0
Total liabilities and stockholders' equity(figures in $M),BA,137100.0,138552.0,152136.0,133625.0
