,ticker,ttm,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Total revenue(figures in $M),M,25305.0,25305.0,25292.0,18097.0,25331.0
Cost of revenue(figures in $M),M,15306.0,15306.0,14956.0,12286.0,15171.0
Gross profit(figures in $M),M,9999.0,9999.0,10336.0,5811.0,10160.0
Selling general and administrative(figures in $M),M,8317.0,8317.0,8047.0,6767.0,8998.0
Total operating expenses(figures in $M),M,8317.0,8317.0,8047.0,6767.0,8998.0
Operating income or loss(figures in $M),M,1682.0,1682.0,2289.0,-956.0,1162.0
Interest expense(figures in $M),M,177.0,162.0,255.0,280.0,185.0
Total other income/expenses net(figures in $M),M,-2.0,-2.0,-168.0,-3549.0,-249.0
Income before tax(figures in $M),M,1518.0,1518.0,1866.0,-4790.0,728.0
Income tax expense(figures in $M),M,341.0,341.0,436.0,-846.0,164.0
Income from continuing operations(figures in $M),M,1177.0,1177.0,1430.0,-3944.0,564.0
Net income(figures in $M),M,1177.0,1177.0,1430.0,-3944.0,564.0
Net income available to common shareholders(figures in $M),M,1177.0,1177.0,1430.0,-3944.0,564.0
Basic EPS(figures in $M),M,,4.2800000000000005e-06,4.66e-06,-1.2679999999999999e-05,1.8200000000000002e-06
Diluted EPS(figures in $M),M,,4.1900000000000005e-06,4.55e-06,-1.2679999999999999e-05,1.81e-06
Basic average shares(figures in $M),M,,274.7,306.8,311.1,309.7
Diluted average shares(figures in $M),M,,281.1,314.0,311.1,311.4
EBITDA(figures in $M),M,,2537.0,2995.0,-3551.0,1894.0
