,2023,2022,2021,2020,2019,ticker
Current ratio,1.204,1.248,1.154,1.184,1.423,M
Quick ratio,0.239,0.371,0.365,0.190,0.299,M
Cash ratio,0.177,0.316,0.313,0.119,0.222,M
Days of sales outstanding,4.327,4.286,5.567,5.893,5.672,M
Days of inventory outstanding,101.755,106.967,112.120,124.818,126.257,M
Operating cycle,106.082,111.253,117.687,130.712,131.929,M
Days of payables outstanding,114.536,129.541,145.721,123.423,63.284,M
Cash conversion cycle,-8.455,-18.288,-28.034,7.289,68.645,M
Gross profit margin,0.395,0.409,0.321,0.401,0.409,M
Operating profit margin,0.068,0.093,-0.053,0.038,0.068,M
Pretax profit margin,0.060,0.074,-0.265,0.029,0.055,M
Net profit margin,0.047,0.057,-0.218,0.022,0.043,M
Effective tax rate,0.225,0.234,0.177,0.225,0.227,M
Return on assets,0.070,0.081,-0.223,0.027,0.058,M
Return on equity,0.288,0.395,-1.545,0.088,0.172,M
Return on capital employed,0.144,0.193,-0.077,0.063,0.124,M
Net income per EBT,0.775,0.766,0.823,0.775,0.780,M
Ebt per ebit,0.877,0.794,5.010,0.751,0.817,M
Ebit per revenue,0.068,0.093,-0.053,0.038,0.068,M
Debt ratio,0.758,0.794,0.856,0.699,0.665,M
Debt equity ratio,1.567,1.885,3.151,1.110,0.766,M
Long term debt to capitalization,0.593,0.638,0.748,0.506,0.422,M
Total debt to capitalization,0.610,0.653,0.759,0.526,0.434,M
Interest coverage,10.679,9.216,-3.414,5.243,6.485,M
Cash flow to debt ratio,0.252,0.397,0.081,0.227,0.352,M
Company equity multiplier,4.132,4.858,6.935,3.320,2.982,M
Receivables turnover,84.350,85.158,65.569,61.934,64.347,M
Payables turnover,3.187,2.818,2.505,2.957,5.768,M
Inventory turnover,3.587,3.412,3.255,2.924,2.891,M
Fixed asset turnover,2.944,2.985,2.052,2.723,3.878,M
Asset turnover,1.500,1.438,1.022,1.196,1.341,M
Operating cash flow per share,5.879,8.840,2.086,5.192,5.639,M
Free cash flow per share,1.165,6.894,0.588,1.456,2.610,M
Cash per share,3.138,5.580,5.397,2.212,3.776,M
Payout ratio,0.147,0.063,-0.030,0.826,0.418,M
Operating cash flow sales ratio,0.064,0.107,0.036,0.063,0.067,M
Free cash flow operating cash flow ratio,0.198,0.780,0.282,0.280,0.463,M
Cash flow coverage ratios,0.252,0.397,0.081,0.227,0.352,M
Short term coverage ratios,3.687,6.263,1.436,2.983,7.780,M
Capital expenditure coverage ratio,-1.247,-4.543,-1.393,-1.390,-1.862,M
Dividend paid and capex coverage ratio,-1.439,-5.349,-1.860,-2.327,-3.699,M
Dividend payout ratio,0.147,0.063,-0.030,0.826,0.418,M
Price book value ratio,1.553,2.155,1.833,0.775,1.230,M
Price to book ratio,1.553,2.155,1.833,0.775,1.230,M
Price to sales ratio,0.251,0.309,0.259,0.195,0.308,M
Price earnings ratio,5.387,5.458,-1.186,8.758,7.145,M
Price to free cash flows ratio,19.813,3.690,25.568,10.953,9.859,M
Price to operating cash flows ratio,3.926,2.878,7.209,3.072,4.563,M
Price cash flow ratio,3.926,2.878,7.209,3.072,4.563,M
Price earnings to growth ratio,-0.661,0.040,0.001,-0.177,-0.246,M
Price sales ratio,0.251,0.309,0.259,0.195,0.308,M
Dividend yield,0.027,0.012,0.025,0.094,0.058,M
Enterprise value multiple,4.539,3.985,-345.123,5.356,4.393,M
Price fair value,1.553,2.155,1.833,0.775,1.230,M
