,ticker,ttm,2022-11-30,2021-11-30,2020-11-30,2019-11-30
Total revenue(figures in $M),MKC,6393.6,6350.5,6317.9,5601.3,5347.4
Cost of revenue(figures in $M),MKC,4116.6,4076.0,3823.3,3300.9,3202.1
Gross profit(figures in $M),MKC,2277.0,2274.5,2494.6,2300.4,2145.3
Selling general and administrative(figures in $M),MKC,1359.9,1357.1,1404.1,1281.6,1166.8
Total operating expenses(figures in $M),MKC,1359.9,1357.1,1404.1,1281.6,1166.8
Operating income or loss(figures in $M),MKC,917.1,917.4,1090.5,1018.8,978.5
Interest expense(figures in $M),MKC,166.6,149.1,136.6,135.6,165.2
Total other income/expenses net(figures in $M),MKC,24.0,26.7,-67.4,-1.7,5.9
Income before tax(figures in $M),MKC,792.3,812.8,895.8,881.5,819.2
Income tax expense(figures in $M),MKC,168.6,168.6,192.7,174.9,157.4
Income from continuing operations(figures in $M),MKC,666.2,682.0,755.3,747.4,702.7
Net income(figures in $M),MKC,666.2,682.0,755.3,747.4,702.7
Net income available to common shareholders(figures in $M),MKC,666.2,682.0,755.3,747.4,702.7
Basic EPS(figures in $M),MKC,,2.5400000000000002e-06,2.83e-06,2.8e-06,2.65e-06
Diluted EPS(figures in $M),MKC,,2.52e-06,2.8e-06,2.7799999999999996e-06,2.62e-06
Basic average shares(figures in $M),MKC,,268.2,267.3,266.5,265.1
Diluted average shares(figures in $M),MKC,,270.2,269.9,269.1,268.1
EBITDA(figures in $M),MKC,,1162.5,1218.7,1182.1,1143.2
