,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),NOV,1069.0,1591.0,1692.0,1171.0
Total cash(figures in $M),NOV,1069.0,1591.0,1692.0,1171.0
Net receivables(figures in $M),NOV,1739.0,1321.0,1274.0,1855.0
Inventory(figures in $M),NOV,1813.0,1331.0,1408.0,2197.0
Other current assets(figures in $M),NOV,187.0,198.0,224.0,247.0
Total current assets(figures in $M),NOV,5493.0,4902.0,5209.0,6113.0
"Gross property, plant and equipment(figures in $M)",NOV,2298.0,2360.0,2493.0,3028.0
Accumulated depreciation(figures in $M),NOV,-3127.0,-3132.0,-3050.0,-2983.0
"Net property, plant and equipment(figures in $M)",NOV,2298.0,2360.0,2493.0,3028.0
Equity and other investments(figures in $M),NOV,117.0,50.0,51.0,282.0
Goodwill(figures in $M),NOV,1505.0,1527.0,1493.0,3659.0
Intangible assets(figures in $M),NOV,490.0,503.0,527.0,852.0
Other long-term assets(figures in $M),NOV,349.0,258.0,207.0,349.0
Total non-current assets(figures in $M),NOV,4642.0,4648.0,4720.0,7036.0
Total assets(figures in $M),NOV,10135.0,9550.0,9929.0,13149.0
Current debt(figures in $M),NOV,13.0,5.0,0.0,0.0
Accounts payable(figures in $M),NOV,906.0,612.0,489.0,715.0
Taxes payable(figures in $M),NOV,28.0,24.0,51.0,42.0
Accrued liabilities(figures in $M),NOV,959.0,778.0,863.0,949.0
Deferred revenues(figures in $M),NOV,444.0,392.0,354.0,427.0
Other current liabilities(figures in $M),NOV,13.0,8.0,15.0,24.0
Total current liabilities(figures in $M),NOV,2437.0,1910.0,1867.0,2247.0
Long-term debt(figures in $M),NOV,1717.0,1708.0,1834.0,1989.0
Deferred tax liabilities(figures in $M),NOV,68.0,66.0,78.0,140.0
Other long-term liabilities(figures in $M),NOV,298.0,292.0,337.0,393.0
Total non-current liabilities(figures in $M),NOV,2564.0,2576.0,2783.0,3056.0
Total liabilities(figures in $M),NOV,5001.0,4486.0,4650.0,5303.0
Common stock(figures in $M),NOV,4.0,4.0,4.0,4.0
Retained earnings(figures in $M),NOV,-2069.0,-2146.0,-1876.0,690.0
Accumulated other comprehensive income(figures in $M),NOV,-1593.0,-1546.0,-1509.0,-1423.0
Total stockholders' equity(figures in $M),NOV,5134.0,5064.0,5279.0,7846.0
Total liabilities and stockholders' equity(figures in $M),NOV,10135.0,9550.0,9929.0,13149.0
