,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),NOV,7237.0,7237.0,5524.0,6090.0,8479.0
Cost of revenue(figures in $M),NOV,5903.0,5903.0,4750.0,5656.0,7634.0
Gross profit(figures in $M),NOV,1334.0,1334.0,774.0,434.0,845.0
Selling general and administrative(figures in $M),NOV,1070.0,1070.0,908.0,968.0,1303.0
Total operating expenses(figures in $M),NOV,1070.0,1070.0,908.0,968.0,1303.0
Operating income or loss(figures in $M),NOV,264.0,264.0,-134.0,-534.0,-458.0
Interest expense(figures in $M),NOV,78.0,59.0,77.0,84.0,100.0
Total other income/expenses net(figures in $M),NOV,33.0,33.0,-28.0,-2168.0,-5924.0
Income before tax(figures in $M),NOV,238.0,238.0,-230.0,-2779.0,-6462.0
Income tax expense(figures in $M),NOV,83.0,83.0,15.0,-242.0,-369.0
Income from continuing operations(figures in $M),NOV,155.0,155.0,-245.0,-2537.0,-6093.0
Net income(figures in $M),NOV,155.0,155.0,-250.0,-2542.0,-6095.0
Net income available to common shareholders(figures in $M),NOV,155.0,155.0,-250.0,-2542.0,-6095.0
Basic EPS(figures in $M),NOV,,,-6.5e-07,-6.62e-06,-1.596e-05
Diluted EPS(figures in $M),NOV,,,-6.5e-07,-6.62e-06,-1.596e-05
Basic average shares(figures in $M),NOV,,,386.0,384.0,382.0
Diluted average shares(figures in $M),NOV,,,386.0,384.0,382.0
EBITDA(figures in $M),NOV,,598.0,153.0,-2343.0,-5829.0
