,2022,2021,2020,2019,2018,ticker
Current ratio,1.094,1.350,1.522,1.195,1.074,EMR
Quick ratio,0.619,0.853,1.057,0.749,0.720,EMR
Cash ratio,0.232,0.377,0.573,0.250,0.177,EMR
Days of sales outstanding,55.934,59.466,60.931,59.304,70.115,EMR
Days of inventory outstanding,69.899,70.107,71.984,65.000,66.520,EMR
Operating cycle,125.833,129.572,132.916,124.303,136.635,EMR
Days of payables outstanding,64.699,72.090,64.032,64.792,71.290,EMR
Cash conversion cycle,61.134,57.482,68.884,59.511,65.345,EMR
Gross profit margin,0.417,0.415,0.418,0.425,0.429,EMR
Operating profit margin,0.198,0.176,0.148,0.170,0.172,EMR
Pretax profit margin,0.208,0.160,0.139,0.156,0.153,EMR
Net profit margin,0.165,0.126,0.117,0.126,0.127,EMR
Effective tax rate,0.209,0.201,0.148,0.186,0.166,EMR
Return on assets,0.091,0.093,0.086,0.113,0.108,EMR
Return on equity,0.312,0.232,0.233,0.279,0.246,EMR
Return on capital employed,0.139,0.174,0.146,0.215,0.210,EMR
Net income per EBT,0.791,0.791,0.842,0.807,0.826,EMR
Ebt per ebit,1.053,0.905,0.937,0.914,0.892,EMR
Ebit per revenue,0.198,0.176,0.148,0.170,0.172,EMR
Debt ratio,0.543,0.599,0.631,0.596,0.559,EMR
Debt equity ratio,1.001,0.672,0.886,0.692,0.532,EMR
Long term debt to capitalization,0.443,0.369,0.428,0.341,0.260,EMR
Total debt to capitalization,0.500,0.402,0.470,0.409,0.347,EMR
Interest coverage,20.093,20.883,15.968,17.977,14.807,EMR
Cash flow to debt ratio,0.282,0.536,0.412,0.525,0.608,EMR
Company equity multiplier,3.442,2.491,2.709,2.478,2.279,EMR
Receivables turnover,6.526,6.138,5.990,6.155,5.206,EMR
Payables turnover,5.642,5.063,5.700,5.633,5.120,EMR
Inventory turnover,5.222,5.206,5.071,5.615,5.487,EMR
Fixed asset turnover,5.840,4.879,4.551,5.044,4.887,EMR
Asset turnover,0.550,0.738,0.734,0.896,0.854,EMR
Operating cash flow per share,4.928,5.977,5.114,4.878,4.596,EMR
Free cash flow per share,4.033,5.006,4.221,3.914,3.616,EMR
Cash per share,3.043,3.936,5.498,2.425,1.737,EMR
Payout ratio,0.379,0.525,0.615,0.524,0.558,EMR
Operating cash flow sales ratio,0.149,0.196,0.184,0.164,0.166,EMR
Free cash flow operating cash flow ratio,0.818,0.837,0.825,0.802,0.787,EMR
Cash flow coverage ratios,0.282,0.536,0.412,0.525,0.608,EMR
Short term coverage ratios,1.382,4.100,2.658,2.082,1.782,EMR
Capital expenditure coverage ratio,-5.503,-6.153,-5.730,-5.061,-4.687,EMR
Dividend paid and capex coverage ratio,4.223,5.684,4.595,4.888,4.725,EMR
Dividend payout ratio,0.379,0.525,0.615,0.524,0.558,EMR
Price book value ratio,4.189,5.678,4.680,4.980,5.460,EMR
Price to book ratio,4.189,5.678,4.680,4.980,5.460,EMR
Price to sales ratio,2.212,3.090,2.355,2.242,2.806,EMR
Price earnings ratio,13.436,24.464,20.118,17.866,22.175,EMR
Price to free cash flows ratio,18.156,18.818,15.533,17.081,21.473,EMR
Price to operating cash flows ratio,14.857,15.760,12.823,13.706,16.892,EMR
Price cash flow ratio,14.857,15.760,12.823,13.706,16.892,EMR
Price earnings to growth ratio,0.325,1.352,-1.568,2.605,0.465,EMR
Price sales ratio,2.212,3.090,2.355,2.242,2.806,EMR
Dividend yield,0.028,0.021,0.031,0.029,0.025,EMR
Enterprise value multiple,10.572,14.493,13.065,11.500,14.564,EMR
Price fair value,4.189,5.678,4.680,4.980,5.460,EMR
