,2022,2021,2020,2019,2018,ticker
Current ratio,0,0,0,329.535,0,PNC
Quick ratio,0,0,0,329.535,88.119,PNC
Cash ratio,0,0,0,89.541,57.898,PNC
Days of sales outstanding,110.707,115.213,138.519,146.495,154.803,PNC
Days of inventory outstanding,0,0,0,0,0,PNC
Days of payables outstanding,0,0,0,0,0,PNC
Gross profit margin,0.887,1,1,1,0,PNC
Operating profit margin,0.451,0.388,0.550,0.574,0,PNC
Pretax profit margin,0.354,0.365,0.203,0.363,0.375,PNC
Net profit margin,0.286,0.297,0.178,0.301,0.309,PNC
Effective tax rate,0.182,0.181,0.124,0.164,0.168,PNC
Return on assets,0.011,0.010,0.006,0.013,0.014,PNC
Return on equity,0.132,0.102,0.056,0.109,0.111,PNC
Return on capital employed,0.017,0.013,0.020,0.025,0,PNC
Net income per EBT,0.808,0.812,0.876,0.829,0.825,PNC
Ebt per ebit,0.785,0.941,0.369,0.634,0,PNC
Ebit per revenue,0.451,0.388,0.550,0.574,0,PNC
Debt ratio,0.918,0.900,0,0.880,0.875,PNC
Debt equity ratio,1.283,0.553,0.689,1.228,1.209,PNC
Long term debt to capitalization,0.562,0.356,0.408,0.550,0.546,PNC
Total debt to capitalization,0.562,0.356,0.408,0.551,0.547,PNC
Interest coverage,3.929,15.244,6.836,2.694,0,PNC
Cash flow to debt ratio,0.155,0.234,0.125,0.122,0.136,PNC
Company equity multiplier,12.174,10.027,8.641,8.320,8.010,PNC
Receivables turnover,3.297,3.168,2.635,2.492,2.358,PNC
Payables turnover,0,0,0,0,0,PNC
Inventory turnover,0,0,0,0,0,PNC
Fixed asset turnover,0,9.971,0,0,0,PNC
Asset turnover,0.038,0.034,0.036,0.043,0.045,PNC
Operating cash flow per share,21.272,16.934,10.911,16.472,16.788,PNC
Free cash flow per share,21.272,16.934,10.911,16.472,16.788,PNC
Cash per share,183.892,501.854,420.487,218.427,38.218,PNC
Payout ratio,0.446,0.403,0.736,0.397,0.347,PNC
Operating cash flow sales ratio,0.430,0.377,0.276,0.413,0.458,PNC
Free cash flow operating cash flow ratio,1,1,1,1,1,PNC
Cash flow coverage ratios,0.155,0.234,0.125,0.122,0.136,PNC
Short term coverage ratios,0,0,0,23.154,27.509,PNC
Capital expenditure coverage ratio,0,0,0,0,0,PNC
Dividend paid and capex coverage ratio,3.374,3.152,2.109,3.455,4.268,PNC
Dividend payout ratio,0.446,0.403,0.736,0.397,0.347,PNC
Price book value ratio,1.473,1.534,1.178,1.447,1.144,PNC
Price to book ratio,1.473,1.534,1.178,1.447,1.144,PNC
Price to sales ratio,3.194,4.464,3.764,4.003,3.187,PNC
Price earnings ratio,11.164,15.055,21.186,13.290,10.299,PNC
Price to free cash flows ratio,7.425,11.841,13.656,9.691,6.964,PNC
Price to operating cash flows ratio,7.425,11.841,13.656,9.691,6.964,PNC
Price cash flow ratio,7.425,11.841,13.656,9.691,6.964,PNC
Price earnings to growth ratio,1.971,0.186,-0.550,2.241,3.601,PNC
Price sales ratio,3.194,4.464,3.764,4.003,3.187,PNC
Dividend yield,0.040,0.027,0.035,0.030,0.034,PNC
Enterprise value multiple,9.027,3.692,0.799,8.936,9.236,PNC
Price fair value,1.473,1.534,1.178,1.447,1.144,PNC
