,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),PNC,21114.0,21114.0,19135.0,16901.0,17827.0
Interest expense(figures in $M),PNC,2422.0,2422.0,487.0,1361.0,3797.0
Income before tax(figures in $M),PNC,7473.0,7473.0,6988.0,3429.0,6480.0
Income tax expense(figures in $M),PNC,1360.0,1360.0,1263.0,426.0,1062.0
Income from continuing operations(figures in $M),PNC,6113.0,6113.0,5725.0,3003.0,5418.0
Net income(figures in $M),PNC,6041.0,6041.0,5674.0,7517.0,5369.0
Net income available to common shareholders(figures in $M),PNC,5708.0,5735.0,5436.0,7284.0,5129.0
Basic EPS(figures in $M),PNC,,,1.271e-05,1.6989999999999998e-05,1.1429999999999999e-05
Diluted EPS(figures in $M),PNC,,,1.2699999999999999e-05,1.696e-05,1.1390000000000001e-05
Basic average shares(figures in $M),PNC,,,426.0,427.0,447.0
Diluted average shares(figures in $M),PNC,,,426.0,427.0,448.0
