,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),UPS,5602.0,10255.0,5910.0,5238.0
Other short-term investments(figures in $M),UPS,1993.0,338.0,406.0,503.0
Total cash(figures in $M),UPS,7595.0,10593.0,6316.0,5741.0
Net receivables(figures in $M),UPS,12583.0,12541.0,10750.0,9552.0
Inventory(figures in $M),UPS,889.0,717.0,620.0,511.0
Other current assets(figures in $M),UPS,2039.0,1800.0,1953.0,11362.0
Total current assets(figures in $M),UPS,22217.0,24934.0,20300.0,17103.0
"Gross property, plant and equipment(figures in $M)",UPS,38474.0,37037.0,35327.0,59727.0
Accumulated depreciation(figures in $M),UPS,-32711.0,-31334.0,-29837.0,-29245.0
"Net property, plant and equipment(figures in $M)",UPS,38474.0,37037.0,35327.0,30482.0
Equity and other investments(figures in $M),UPS,20.0,26.0,25.0,21.0
Goodwill(figures in $M),UPS,4223.0,3692.0,3367.0,3813.0
Intangible assets(figures in $M),UPS,2796.0,2486.0,2274.0,2167.0
Other long-term assets(figures in $M),UPS,3255.0,1054.0,672.0,10272.0
Total non-current assets(figures in $M),UPS,48907.0,44471.0,42192.0,40754.0
Total assets(figures in $M),UPS,71124.0,69405.0,62492.0,57857.0
Current debt(figures in $M),UPS,2341.0,2131.0,2623.0,3239.0
Accounts payable(figures in $M),UPS,7512.0,7523.0,6455.0,5555.0
Accrued liabilities(figures in $M),UPS,5125.0,4857.0,4496.0,3466.0
Other current liabilities(figures in $M),UPS,1472.0,1430.0,1797.0,1641.0
Total current liabilities(figures in $M),UPS,18140.0,17569.0,17016.0,15413.0
Long-term debt(figures in $M),UPS,17321.0,19784.0,22031.0,21818.0
Deferred tax liabilities(figures in $M),UPS,4302.0,3125.0,488.0,6742.0
Other long-term liabilities(figures in $M),UPS,3513.0,3578.0,3847.0,1437.0
Total non-current liabilities(figures in $M),UPS,33181.0,37567.0,44723.0,39161.0
Total liabilities(figures in $M),UPS,51321.0,55136.0,61739.0,54574.0
Common stock(figures in $M),UPS,9.0,9.0,9.0,9.0
Retained earnings(figures in $M),UPS,21326.0,16179.0,6980.0,9105.0
Accumulated other comprehensive income(figures in $M),UPS,-1549.0,-3278.0,-7113.0,-5997.0
Total stockholders' equity(figures in $M),UPS,19786.0,14253.0,741.0,3283.0
Total liabilities and stockholders' equity(figures in $M),UPS,71124.0,69405.0,62492.0,57857.0
