,2022,2021,2020,2019,2018,ticker
Current ratio,1.225,1.419,1.193,1.110,1.151,UPS
Quick ratio,1.112,1.317,1.003,1.017,1.060,UPS
Cash ratio,0.309,0.584,0.347,0.340,0.300,UPS
Days of sales outstanding,45.773,47.051,46.365,48.937,50.274,UPS
Days of inventory outstanding,4.109,3.412,2.946,2.813,2.588,UPS
Operating cycle,49.882,50.463,49.311,51.750,52.863,UPS
Days of payables outstanding,34.719,35.798,30.672,30.584,31.894,UPS
Cash conversion cycle,15.163,14.665,18.638,21.166,20.968,UPS
Gross profit margin,0.213,0.212,0.092,0.105,0.174,UPS
Operating profit margin,0.130,0.177,0.031,0.052,0.098,UPS
Pretax profit margin,0.148,0.171,0.023,0.076,0.084,UPS
Net profit margin,0.115,0.132,0.017,0.060,0.067,UPS
Effective tax rate,0.221,0.223,0.277,0.214,0.204,UPS
Return on assets,0.162,0.186,0.023,0.077,0.096,UPS
Return on equity,0.584,0.904,1.926,1.352,1.586,UPS
Return on capital employed,0.247,0.333,0.058,0.090,0.195,UPS
Net income per EBT,0.779,0.777,0.723,0.786,0.796,UPS
Ebt per ebit,1.132,0.961,0.748,1.481,0.857,UPS
Ebit per revenue,0.130,0.177,0.031,0.052,0.098,UPS
Debt ratio,0.722,0.794,0.988,0.943,0.939,UPS
Debt equity ratio,1.189,1.791,37.455,7.851,7.396,UPS
Long term debt to capitalization,0.510,0.616,0.971,0.869,0.866,UPS
Total debt to capitalization,0.543,0.642,0.974,0.887,0.881,UPS
Interest coverage,18.599,24.880,3.763,5.844,11.610,UPS
Cash flow to debt ratio,0.600,0.588,0.377,0.335,0.569,UPS
Company equity multiplier,3.595,4.870,84.335,17.623,16.556,UPS
Receivables turnover,7.974,7.758,7.872,7.459,7.260,UPS
Payables turnover,10.513,10.196,11.900,11.934,11.444,UPS
Inventory turnover,88.834,106.982,123.894,129.738,141.026,UPS
Fixed asset turnover,2.608,2.627,2.396,2.431,2.704,UPS
Asset turnover,1.411,1.402,1.354,1.281,1.437,UPS
Operating cash flow per share,16.268,17.309,12.063,9.999,14.678,UPS
Free cash flow per share,10.767,12.472,5.821,2.615,7.423,UPS
Cash per share,8.760,12.218,7.285,6.645,5.814,UPS
Payout ratio,0.443,0.267,2.364,0.719,0.628,UPS
Operating cash flow sales ratio,0.141,0.154,0.124,0.117,0.177,UPS
Free cash flow operating cash flow ratio,0.662,0.721,0.483,0.261,0.506,UPS
Cash flow coverage ratios,0.600,0.588,0.377,0.335,0.569,UPS
Short term coverage ratios,4.762,5.536,3.286,2.183,4.532,UPS
Capital expenditure coverage ratio,-2.957,-3.578,-1.933,-1.354,-2.023,UPS
Dividend paid and capex coverage ratio,40.881,-19.824,-5.132,-2.712,-3.885,UPS
Dividend payout ratio,0.443,0.267,2.364,0.719,0.628,UPS
Price book value ratio,7.617,13.038,197.035,30.807,27.958,UPS
Price to book ratio,7.617,13.038,197.035,30.807,27.958,UPS
Price to sales ratio,1.502,1.910,1.725,1.365,1.175,UPS
Price earnings ratio,13.052,14.417,102.315,22.779,17.629,UPS
Price to free cash flows ratio,16.146,17.186,28.929,44.772,13.140,UPS
Price to operating cash flows ratio,10.686,12.383,13.960,11.707,6.645,UPS
Price cash flow ratio,10.686,12.383,13.960,11.707,6.645,UPS
Price earnings to growth ratio,-1.205,0.017,-1.465,-3.230,-9.039,UPS
Price sales ratio,1.502,1.910,1.725,1.365,1.175,UPS
Dividend yield,0.034,0.018,0.023,0.032,0.036,UPS
Enterprise value multiple,9.010,9.935,31.456,19.061,11.616,UPS
Price fair value,7.617,13.038,197.035,30.807,27.958,UPS
