,2022,2021,2020,2019,2018,ticker
Current ratio,2.469,2.082,2.380,2.137,1.800,HRL
Quick ratio,1.271,1.087,1.646,1.160,0.934,HRL
Cash ratio,0.667,0.433,1.140,0.609,0.403,HRL
Days of sales outstanding,25.628,28.979,28.258,22.841,23.112,HRL
Days of inventory outstanding,60.847,52.838,50.313,49.977,46.579,HRL
Operating cycle,86.474,81.817,78.570,72.818,69.691,HRL
Days of payables outstanding,28.954,30.614,30.232,28.290,29.916,HRL
Cash conversion cycle,57.520,51.203,48.338,44.528,39.775,HRL
Gross profit margin,0.174,0.169,0.190,0.198,0.209,HRL
Operating profit margin,0.105,0.099,0.115,0.126,0.126,HRL
Pretax profit margin,0.103,0.099,0.116,0.127,0.124,HRL
Net profit margin,0.080,0.080,0.095,0.103,0.106,HRL
Effective tax rate,0.217,0.193,0.185,0.191,0.143,HRL
Return on assets,0.075,0.072,0.092,0.121,0.124,HRL
Return on equity,0.133,0.130,0.141,0.165,0.181,HRL
Return on capital employed,0.111,0.099,0.131,0.171,0.171,HRL
Net income per EBT,0.782,0.807,0.815,0.809,0.857,HRL
Ebt per ebit,0.974,1.003,1.013,1.011,0.985,HRL
Ebit per revenue,0.105,0.099,0.115,0.126,0.126,HRL
Debt ratio,0.433,0.450,0.351,0.269,0.312,HRL
Debt equity ratio,0.438,0.476,0.203,0.042,0.112,HRL
Long term debt to capitalization,0.304,0.322,0.140,0.040,0.100,HRL
Total debt to capitalization,0.304,0.323,0.169,0.040,0.100,HRL
Interest coverage,20.997,25.922,52.220,66.202,45.253,HRL
Cash flow to debt ratio,0.344,0.301,0.865,3.692,1.987,HRL
Company equity multiplier,1.765,1.820,1.542,1.368,1.454,HRL
Receivables turnover,14.242,12.595,12.917,15.980,15.793,HRL
Payables turnover,12.606,11.923,12.073,12.902,12.201,HRL
Inventory turnover,5.999,6.908,7.255,7.303,7.836,HRL
Fixed asset turnover,5.819,5.399,5.062,5.830,6.311,HRL
Asset turnover,0.936,0.896,0.969,1.171,1.172,HRL
Operating cash flow per share,2.083,1.852,2.097,1.727,2.340,HRL
Free cash flow per share,1.573,1.426,1.414,1.247,1.606,HRL
Cash per share,1.832,1.173,3.219,1.286,0.865,HRL
Payout ratio,0.558,0.576,0.537,0.447,0.383,HRL
Operating cash flow sales ratio,0.091,0.088,0.117,0.097,0.130,HRL
Free cash flow operating cash flow ratio,0.755,0.770,0.674,0.722,0.686,HRL
Cash flow coverage ratios,0.344,0.301,0.865,3.692,1.987,HRL
Short term coverage ratios,129.033,114.428,4.361,0,0,HRL
Capital expenditure coverage ratio,-4.087,-4.352,-3.069,-3.599,-3.187,HRL
Dividend paid and capex coverage ratio,4.051,3.421,9.410,5.110,-827.819,HRL
Dividend payout ratio,0.558,0.576,0.537,0.447,0.383,HRL
Price book value ratio,3.357,3.330,4.137,3.653,4.044,HRL
Price to book ratio,3.357,3.330,4.137,3.653,4.044,HRL
Price to sales ratio,2.032,2.041,2.769,2.279,2.373,HRL
Price earnings ratio,25.312,25.572,29.297,22.114,22.380,HRL
Price to free cash flows ratio,29.525,30.115,34.982,32.473,26.583,HRL
Price to operating cash flows ratio,22.301,23.196,23.585,23.451,18.242,HRL
Price cash flow ratio,22.301,23.196,23.585,23.451,18.242,HRL
Price earnings to growth ratio,2.658,-43.217,-3.830,-5.280,1.155,HRL
Price sales ratio,2.032,2.041,2.769,2.279,2.373,HRL
Dividend yield,0.022,0.023,0.018,0.020,0.017,HRL
Enterprise value multiple,17.232,18.565,19.524,15.235,16.452,HRL
Price fair value,3.357,3.330,4.137,3.653,4.044,HRL
