,2022,2021,2020,2019,2018,ticker
Current ratio,0.644,0.884,0.657,0.640,0.711,PEG
Quick ratio,0.421,0.410,0.407,0.341,0.424,PEG
Cash ratio,0.070,0.116,0.098,0.029,0.036,PEG
Days of sales outstanding,87.339,78.279,64.691,56.981,72.164,PEG
Days of inventory outstanding,48.694,40.381,51.932,50.502,52.761,PEG
Operating cycle,136.033,118.659,116.623,107.484,124.926,PEG
Days of payables outstanding,64.468,71.372,78.785,76.457,84.874,PEG
Cash conversion cycle,71.565,47.288,37.838,31.027,40.051,PEG
Gross profit margin,0.266,0.308,0.357,0.357,0.356,PEG
Operating profit margin,0.206,0.229,0.236,0.264,0.237,PEG
Pretax profit margin,0.102,-0.112,0.240,0.194,0.191,PEG
Net profit margin,0.105,-0.067,0.198,0.168,0.148,PEG
Effective tax rate,-0.029,0.405,0.172,0.132,0.225,PEG
Return on assets,0.021,-0.013,0.038,0.035,0.032,PEG
Return on equity,0.086,-0.058,0.150,0.144,0.100,PEG
Return on capital employed,0.048,0.053,0.051,0.062,0.057,PEG
Net income per EBT,1.029,0.595,0.828,0.868,0.775,PEG
Ebt per ebit,0.497,-0.490,1.014,0.733,0.807,PEG
Ebit per revenue,0.206,0.229,0.236,0.264,0.237,PEG
Debt ratio,0.718,0.705,0.681,0.684,0.683,PEG
Debt equity ratio,1.708,1.755,1.380,1.404,1.077,PEG
Long term debt to capitalization,0.582,0.579,0.538,0.544,0.478,PEG
Total debt to capitalization,0.631,0.637,0.580,0.584,0.518,PEG
Interest coverage,3.213,3.893,3.783,4.677,4.828,PEG
Cash flow to debt ratio,0.074,0.088,0.177,0.205,0.188,PEG
Company equity multiplier,4.071,4.381,3.949,4.063,3.153,PEG
Receivables turnover,4.179,4.663,5.642,6.406,5.058,PEG
Payables turnover,5.662,5.114,4.633,4.774,4.300,PEG
Inventory turnover,7.496,9.039,7.028,7.227,6.918,PEG
Fixed asset turnover,0.271,0.281,0.254,0.279,0.282,PEG
Asset turnover,0.201,0.198,0.192,0.211,0.214,PEG
Operating cash flow per share,3.018,3.444,6.155,6.704,5.780,PEG
Free cash flow per share,-2.781,-2.145,0.135,0.228,-2.272,PEG
Cash per share,0.934,1.623,1.077,0.292,0.351,PEG
Payout ratio,1.047,-1.591,0.520,0.561,0.633,PEG
Operating cash flow sales ratio,0.153,0.179,0.323,0.335,0.300,PEG
Free cash flow operating cash flow ratio,-0.921,-0.623,0.022,0.034,-0.393,PEG
Cash flow coverage ratios,0.074,0.088,0.177,0.205,0.188,PEG
Short term coverage ratios,0.398,0.411,1.129,1.363,1.261,PEG
Capital expenditure coverage ratio,-0.520,-0.616,-1.022,-1.035,-0.718,PEG
Dividend paid and capex coverage ratio,-0.831,-0.972,-1.518,-1.460,-0.925,PEG
Dividend payout ratio,1.047,-1.591,0.520,0.561,0.633,PEG
Price book value ratio,2.550,3.007,2.318,2.533,1.825,PEG
Price to book ratio,2.550,3.007,2.318,2.533,1.825,PEG
Price to sales ratio,3.114,3.459,3.060,2.954,2.706,PEG
Price earnings ratio,29.595,-51.901,15.424,17.579,18.243,PEG
Price to free cash flows ratio,-22.031,-31.112,432.106,258.793,-22.911,PEG
Price to operating cash flows ratio,20.301,19.373,9.472,8.808,9.006,PEG
Price cash flow ratio,20.301,19.373,9.472,8.808,9.006,PEG
Price earnings to growth ratio,0.114,0.386,1.194,0.995,-2.095,PEG
Price sales ratio,3.114,3.459,3.060,2.954,2.706,PEG
Dividend yield,0.035,0.031,0.034,0.032,0.035,PEG
Enterprise value multiple,16.192,15.249,12.161,11.796,11.299,PEG
Price fair value,2.550,3.007,2.318,2.533,1.825,PEG
