,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),PEG,9800.0,9800.0,9722.0,9603.0,10076.0
Cost of revenue(figures in $M),PEG,7196.0,7196.0,6725.0,6171.0,6483.0
Gross profit(figures in $M),PEG,2604.0,2604.0,2997.0,3432.0,3593.0
Total operating expenses(figures in $M),PEG,1127.0,1100.0,1216.0,1285.0,1248.0
Operating income or loss(figures in $M),PEG,1477.0,1504.0,1781.0,2147.0,2345.0
Interest expense(figures in $M),PEG,563.0,628.0,571.0,600.0,569.0
Total other income/expenses net(figures in $M),PEG,16.0,126.0,-2299.0,754.0,174.0
Income before tax(figures in $M),PEG,1002.0,1002.0,-1089.0,2301.0,1950.0
Income tax expense(figures in $M),PEG,-29.0,-29.0,-441.0,396.0,257.0
Income from continuing operations(figures in $M),PEG,1031.0,1031.0,-648.0,1905.0,1693.0
Net income(figures in $M),PEG,1031.0,1031.0,-648.0,1905.0,1693.0
Net income available to common shareholders(figures in $M),PEG,1031.0,1031.0,-648.0,1905.0,1693.0
Basic EPS(figures in $M),PEG,,2.0699999999999997e-06,-1.29e-06,3.7599999999999996e-06,3.33e-06
Diluted EPS(figures in $M),PEG,,2.06e-06,-1.29e-06,3.7599999999999996e-06,3.33e-06
Basic average shares(figures in $M),PEG,,498.0,504.0,504.0,504.0
Diluted average shares(figures in $M),PEG,,501.0,504.0,507.0,507.0
EBITDA(figures in $M),PEG,,2730.0,698.0,4186.0,3767.0
