,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),STT,12125.0,12148.0,12027.0,11703.0,11756.0
Interest expense(figures in $M),STT,1544.0,1544.0,3.0,375.0,1375.0
Income before tax(figures in $M),STT,3327.0,3327.0,3171.0,2899.0,2852.0
Income tax expense(figures in $M),STT,553.0,553.0,478.0,479.0,470.0
Income from continuing operations(figures in $M),STT,2774.0,2774.0,2693.0,2420.0,2382.0
Net income(figures in $M),STT,2774.0,2774.0,2693.0,2420.0,2382.0
Net income available to common shareholders(figures in $M),STT,2660.0,2660.0,2572.0,2257.0,2149.0
Basic EPS(figures in $M),STT,,,7.2999999999999996e-06,6.4000000000000006e-06,5.43e-06
Diluted EPS(figures in $M),STT,,,7.190000000000001e-06,6.3200000000000005e-06,5.38e-06
Basic average shares(figures in $M),STT,,,352.565,352.865,369.911
Diluted average shares(figures in $M),STT,,,357.962,357.106,373.666
