,ticker,ttm,2022-10-31,2021-10-31,2020-10-31,2019-10-31
Total revenue(figures in $M),HPQ,59783.0,62983.0,63487.0,56639.0,58756.0
Cost of revenue(figures in $M),HPQ,48024.0,50648.0,50070.0,46202.0,47586.0
Gross profit(figures in $M),HPQ,11759.0,12335.0,13417.0,10437.0,11170.0
Research development(figures in $M),HPQ,1578.0,1593.0,1907.0,1478.0,1499.0
Selling general and administrative(figures in $M),HPQ,5127.0,5264.0,5741.0,4906.0,5368.0
Total operating expenses(figures in $M),HPQ,6967.0,7085.0,7802.0,6497.0,6983.0
Operating income or loss(figures in $M),HPQ,4792.0,5250.0,5615.0,3940.0,4187.0
Interest expense(figures in $M),HPQ,441.0,359.0,254.0,239.0,242.0
Total other income/expenses net(figures in $M),HPQ,-653.0,-574.0,-313.0,-478.0,-310.0
Income before tax(figures in $M),HPQ,3698.0,4441.0,7511.0,3231.0,2523.0
Income tax expense(figures in $M),HPQ,1094.0,1238.0,1008.0,387.0,-629.0
Income from continuing operations(figures in $M),HPQ,2604.0,3203.0,6503.0,2844.0,3152.0
Net income(figures in $M),HPQ,2604.0,3203.0,6503.0,2844.0,3152.0
Net income available to common shareholders(figures in $M),HPQ,2604.0,3203.0,6503.0,2844.0,3152.0
Basic EPS(figures in $M),HPQ,,3.09e-06,5.38e-06,2.01e-06,2.08e-06
Diluted EPS(figures in $M),HPQ,,3.05e-06,5.33e-06,2e-06,2.0699999999999997e-06
Basic average shares(figures in $M),HPQ,,1038.0,1208.0,1413.0,1515.0
Diluted average shares(figures in $M),HPQ,,1050.0,1220.0,1420.0,1524.0
EBITDA(figures in $M),HPQ,,6030.0,6400.0,4729.0,4931.0
