,2022,2021,2020,2019,2018,ticker
Current ratio,0.757,0.762,0.787,0.798,0.996,HPQ
Quick ratio,0.294,0.337,0.401,0.418,0.683,HPQ
Cash ratio,0.120,0.148,0.186,0.179,0.312,HPQ
Days of sales outstanding,26.345,31.684,34.677,37.465,50.218,HPQ
Days of inventory outstanding,54.734,57.808,47.108,43.982,49.717,HPQ
Operating cycle,81.079,89.492,81.785,81.447,99.935,HPQ
Days of payables outstanding,110.146,117.183,116.163,113.467,114.102,HPQ
Cash conversion cycle,-29.067,-27.691,-34.378,-32.020,-14.167,HPQ
Gross profit margin,0.196,0.211,0.184,0.190,0.184,HPQ
Operating profit margin,0.074,0.084,0.061,0.066,0.068,HPQ
Pretax profit margin,0.071,0.118,0.057,0.043,0.063,HPQ
Net profit margin,0.051,0.102,0.050,0.054,0.049,HPQ
Effective tax rate,0.279,0.134,0.120,-0.249,0.229,HPQ
Return on assets,0.083,0.168,0.082,0.094,0.077,HPQ
Return on equity,-1.098,-3.941,-1.276,-2.642,-0.741,HPQ
Return on capital employed,0.376,0.557,0.409,0.474,0.335,HPQ
Net income per EBT,0.721,0.866,0.880,1.249,0.771,HPQ
Ebt per ebit,0.950,1.417,0.933,0.651,0.931,HPQ
Ebit per revenue,0.074,0.084,0.061,0.066,0.068,HPQ
Debt ratio,1.076,1.043,1.064,1.036,1.104,HPQ
Debt equity ratio,-3.775,-4.541,-2.790,-4.306,-2.294,HPQ
Long term debt to capitalization,1.370,1.348,1.672,1.333,2.021,HPQ
Total debt to capitalization,1.360,1.282,1.559,1.302,1.773,HPQ
Interest coverage,13.025,20.874,14.485,16.021,11.388,HPQ
Cash flow to debt ratio,0.405,0.855,0.694,0.906,0.470,HPQ
Company equity multiplier,-13.224,-23.400,-15.566,-28.053,-9.658,HPQ
Receivables turnover,13.855,11.520,10.526,9.742,7.268,HPQ
Payables turnover,3.314,3.115,3.142,3.217,3.199,HPQ
Inventory turnover,6.669,6.314,7.748,8.299,7.342,HPQ
Fixed asset turnover,22.705,24.936,21.560,21.029,27.719,HPQ
Asset turnover,1.632,1.644,1.633,1.756,1.582,HPQ
Operating cash flow per share,4.300,5.305,3.054,3.072,2.178,HPQ
Free cash flow per share,3.538,4.824,2.644,2.629,1.940,HPQ
Cash per share,3.035,3.563,3.636,2.995,4.826,HPQ
Payout ratio,0.324,0.144,0.351,0.308,0.354,HPQ
Operating cash flow sales ratio,0.071,0.101,0.076,0.079,0.071,HPQ
Free cash flow operating cash flow ratio,0.823,0.909,0.866,0.856,0.891,HPQ
Cash flow coverage ratios,0.405,0.855,0.694,0.906,0.470,HPQ
Short term coverage ratios,20.472,5.795,6.404,13.036,3.430,HPQ
Capital expenditure coverage ratio,-5.642,-11.012,-7.441,-6.936,-9.147,HPQ
Dividend paid and capex coverage ratio,18.142,18.003,10.350,15.565,7.474,HPQ
Dividend payout ratio,0.324,0.144,0.351,0.308,0.354,HPQ
Price book value ratio,-9.825,-22.879,-11.390,-22.058,-11.957,HPQ
Price to book ratio,-9.825,-22.879,-11.390,-22.058,-11.957,HPQ
Price to sales ratio,0.455,0.595,0.448,0.448,0.783,HPQ
Price earnings ratio,8.951,5.805,8.923,8.349,16.132,HPQ
Price to free cash flows ratio,7.808,6.478,6.793,6.607,12.442,HPQ
Price to operating cash flows ratio,6.424,5.890,5.880,5.654,11.082,HPQ
Price cash flow ratio,6.424,5.890,5.880,5.654,11.082,HPQ
Price earnings to growth ratio,-0.210,0.035,-2.651,0.216,3.872,HPQ
Price sales ratio,0.455,0.595,0.448,0.448,0.783,HPQ
Dividend yield,0.036,0.025,0.039,0.037,0.022,HPQ
Enterprise value multiple,5.533,6.099,5.134,5.136,9.236,HPQ
Price fair value,-9.825,-22.879,-11.390,-22.058,-11.957,HPQ
