,2022,2021,2020,2019,2018,ticker
Current ratio,0.680,0.489,0.998,0.890,1.091,EFX
Quick ratio,0.567,0.416,0.932,0.687,0.838,EFX
Cash ratio,0.142,0.098,0.678,0.295,0.270,EFX
Days of sales outstanding,61.118,53.936,55.765,55.370,50.181,EFX
Days of inventory outstanding,0,0,0,0,0,EFX
Operating cycle,61.118,53.936,55.765,55.370,50.181,EFX
Days of payables outstanding,42.046,38.989,33.424,35.572,44.523,EFX
Cash conversion cycle,19.073,14.946,22.340,19.798,5.658,EFX
Gross profit margin,0.575,0.598,0.579,0.566,0.578,EFX
Operating profit margin,0.206,0.231,0.164,-0.092,0.131,EFX
Pretax profit margin,0.182,0.193,0.166,-0.123,0.104,EFX
Net profit margin,0.136,0.151,0.126,-0.112,0.088,EFX
Effective tax rate,0.247,0.211,0.232,0.093,0.140,EFX
Return on assets,0.060,0.067,0.054,-0.050,0.042,EFX
Return on equity,0.176,0.208,0.164,-0.152,0.096,EFX
Return on capital employed,0.111,0.130,0.095,-0.049,0.071,EFX
Net income per EBT,0.749,0.784,0.759,0.907,0.841,EFX
Ebt per ebit,0.880,0.834,1.013,1.348,0.795,EFX
Ebit per revenue,0.206,0.231,0.164,-0.092,0.131,EFX
Debt ratio,0.656,0.674,0.666,0.668,0.559,EFX
Debt equity ratio,1.463,1.477,1.382,1.312,0.848,EFX
Long term debt to capitalization,0.549,0.555,0.508,0.567,0.458,EFX
Total debt to capitalization,0.594,0.596,0.580,0.567,0.459,EFX
Interest coverage,5.770,7.816,4.778,-2.876,4.329,EFX
Cash flow to debt ratio,0.131,0.252,0.216,0.093,0.255,EFX
Company equity multiplier,2.919,3.080,3.034,3.067,2.302,EFX
Receivables turnover,5.972,6.767,6.545,6.592,7.274,EFX
Payables turnover,8.681,9.362,10.920,10.261,8.198,EFX
Inventory turnover,0,0,0,0,0,EFX
Fixed asset turnover,3.228,3.742,3.623,3.702,4.461,EFX
Asset turnover,0.444,0.446,0.429,0.443,0.477,EFX
Operating cash flow per share,6.185,10.950,7.788,2.596,5.583,EFX
Free cash flow per share,1.083,7.103,4.320,-0.710,2.909,EFX
Cash per share,2.330,1.843,13.865,3.319,1.857,EFX
Payout ratio,0.274,0.255,0.364,-0.480,0.627,EFX
Operating cash flow sales ratio,0.148,0.271,0.229,0.089,0.197,EFX
Free cash flow operating cash flow ratio,0.175,0.649,0.555,-0.273,0.521,EFX
Cash flow coverage ratios,0.131,0.252,0.216,0.093,0.255,EFX
Short term coverage ratios,0.783,1.618,0.859,101.226,137.184,EFX
Capital expenditure coverage ratio,-1.212,-2.846,-2.246,-0.785,-2.088,EFX
Dividend paid and capex coverage ratio,-1.747,-4.784,-4.082,-1.488,-5.016,EFX
Dividend payout ratio,0.274,0.255,0.364,-0.480,0.627,EFX
Price book value ratio,6.013,9.957,7.395,6.570,3.608,EFX
Price to book ratio,6.013,9.957,7.395,6.570,3.608,EFX
Price to sales ratio,4.644,7.249,5.677,4.830,3.286,EFX
Price earnings ratio,34.171,47.959,45.049,-43.128,37.401,EFX
Price to free cash flows ratio,179.409,41.223,44.637,-197.442,32.009,EFX
Price to operating cash flows ratio,31.422,26.739,24.762,53.985,16.681,EFX
Price cash flow ratio,31.422,26.739,24.762,53.985,16.681,EFX
Price earnings to growth ratio,-4.971,1.122,0.194,0.187,-0.762,EFX
Price sales ratio,4.644,7.249,5.677,4.830,3.286,EFX
Dividend yield,0.008,0.005,0.008,0.011,0.017,EFX
Enterprise value multiple,17.422,25.727,21.306,1.245 K,17.713,EFX
Price fair value,6.013,9.957,7.395,6.570,3.608,EFX
