,ticker,ttm,2022-11-30,2021-11-30,2020-11-30,2019-11-30
Total revenue(figures in $M),LEN,33671.01,33671.01,27130.676,22488.854,22259.561
Cost of revenue(figures in $M),LEN,26468.866,23197.056,20853.412,19006.648,17742.081
Gross profit(figures in $M),LEN,7202.144,10473.954,6277.264,3482.206,4517.48
Selling general and administrative(figures in $M),LEN,414.498,2378.741,398.381,358.418,2056.299
Total operating expenses(figures in $M),LEN,414.498,3649.534,398.381,358.418,2056.299
Operating income or loss(figures in $M),LEN,6787.646,6824.42,5878.883,3123.788,2461.181
Interest expense(figures in $M),LEN,,,,22.401,17.62
Total other income/expenses net(figures in $M),LEN,-773.08,-809.854,-59.825,30.499,-26.889
Income before tax(figures in $M),LEN,6014.566,6014.566,5819.058,3123.788,2434.292
Income tax expense(figures in $M),LEN,1366.065,1366.065,1362.509,656.235,592.173
Income from continuing operations(figures in $M),LEN,4648.501,4648.501,4456.549,2467.553,1842.119
Net income(figures in $M),LEN,4614.125,4614.125,4430.111,2465.036,1849.052
Net income available to common shareholders(figures in $M),LEN,4562.145,4614.125,4430.111,2465.036,1849.052
Basic EPS(figures in $M),LEN,,1.5740000000000002e-05,1.4279999999999999e-05,7.879999999999999e-06,5.76e-06
Diluted EPS(figures in $M),LEN,,1.5720000000000002e-05,1.4269999999999999e-05,7.85e-06,5.74e-06
Basic average shares(figures in $M),LEN,,289.824,306.612,309.406,318.419
Diluted average shares(figures in $M),LEN,,289.824,306.612,309.407,318.422
EBITDA(figures in $M),LEN,,6824.42,5878.883,3123.788,2461.181
