,2022,2021,2020,2019,2018,ticker
Current ratio,2.091,2.149,1.809,2.193,3.160,CLF
Quick ratio,0.560,0.618,0.446,1.234,2.493,CLF
Cash ratio,0.007,0.013,0.038,0.861,1.758,CLF
Days of sales outstanding,31.119,38.457,81.331,27.991,53.833,CLF
Days of inventory outstanding,91.468,119.021,273.857,81.920,43.408,CLF
Operating cycle,122.588,157.478,355.188,109.911,97.241,CLF
Days of payables outstanding,38.977,47.558,112.676,49.864,44.774,CLF
Cash conversion cycle,83.611,109.920,242.512,60.046,52.467,CLF
Gross profit margin,0.110,0.222,0.047,0.289,0.347,CLF
Operating profit margin,0.084,0.196,0.001,0.216,0.289,CLF
Pretax profit margin,0.078,0.186,-0.036,0.157,0.242,CLF
Net profit margin,0.058,0.146,-0.015,0.147,0.484,CLF
Effective tax rate,0.236,0.203,0.575,0.056,-0.842,CLF
Return on assets,0.071,0.157,-0.005,0.084,0.320,CLF
Return on equity,0.166,0.517,-0.040,0.818,2.659,CLF
Return on capital employed,0.128,0.260,0.000,0.139,0.220,CLF
Net income per EBT,0.743,0.786,0.425,0.938,1.998,CLF
Ebt per ebit,0.926,0.948,-38.600,0.727,0.839,CLF
Ebit per revenue,0.084,0.196,0.001,0.216,0.289,CLF
Debt ratio,0.571,0.696,0.860,0.898,0.880,CLF
Debt equity ratio,0.528,0.907,2.658,5.906,4.934,CLF
Long term debt to capitalization,0.346,0.476,0.727,0.855,0.831,CLF
Total debt to capitalization,0.346,0.476,0.727,0.855,0.831,CLF
Interest coverage,7.025,11.905,0.021,4.242,5.662,CLF
Cash flow to debt ratio,0.570,0.532,-0.048,0.266,0.229,CLF
Company equity multiplier,2.332,3.286,8.270,9.790,8.321,CLF
Receivables turnover,11.729,9.491,4.488,13.040,6.780,CLF
Payables turnover,9.365,7.675,3.239,7.320,8.152,CLF
Inventory turnover,3.990,3.067,1.333,4.456,8.409,CLF
Fixed asset turnover,2.535,2.226,0.612,1.032,1.814,CLF
Asset turnover,1.226,1.077,0.319,0.568,0.661,CLF
Operating cash flow per share,4.669,5.592,-0.689,2.032,1.610,CLF
Free cash flow per share,2.852,4.177,-2.076,-0.338,0.614,CLF
Cash per share,0.050,0.096,0.296,1.274,2.770,CLF
Payout ratio,0,0,-0.500,0.397,0.039,CLF
Operating cash flow sales ratio,0.105,0.136,-0.049,0.283,0.205,CLF
Free cash flow operating cash flow ratio,0.611,0.747,3.011,-0.166,0.381,CLF
Cash flow coverage ratios,0.570,0.532,-0.048,0.266,0.229,CLF
Short term coverage ratios,0,0,0,0,0,CLF
Capital expenditure coverage ratio,-2.569,-3.950,0.497,-0.857,-1.616,CLF
Dividend paid and capex coverage ratio,-2.569,-3.950,0.539,-1.042,-1.900,CLF
Dividend payout ratio,0,0,-0.500,0.397,0.039,CLF
Price book value ratio,1.040,1.878,2.719,6.496,5.387,CLF
Price to book ratio,1.040,1.878,2.719,6.496,5.387,CLF
Price to sales ratio,0.364,0.530,1.030,1.168,0.980,CLF
Price earnings ratio,6.263,3.628,-67.236,7.940,2.026,CLF
Price to free cash flows ratio,5.649,5.212,-7.014,-24.864,12.529,CLF
Price to operating cash flows ratio,3.451,3.893,-21.124,4.133,4.776,CLF
Price cash flow ratio,3.451,3.893,-21.124,4.133,4.776,CLF
Price earnings to growth ratio,-0.115,0.001,0.557,-0.110,0.011,CLF
Price sales ratio,0.364,0.530,1.030,1.168,0.980,CLF
Dividend yield,0,0,0.007,0.050,0.019,CLF
Enterprise value multiple,3.951,3.116,34.477,7.909,4.130,CLF
Price fair value,1.040,1.878,2.719,6.496,5.387,CLF
