,2022,2021,2020,2019,2018,ticker
Current ratio,3.350,23.398,21.339,16.900,0.000,TRV
Quick ratio,23.328,23.398,21.339,16.900,1.174,TRV
Cash ratio,0.194,0.173,0.153,0.088,0.005,TRV
Days of sales outstanding,203.499,214.150,233.065,239.970,249.035,TRV
Days of inventory outstanding,0,0,0,0,0,TRV
Days of payables outstanding,0,0,0,0,0,TRV
Gross profit margin,1,1,1,1,0,TRV
Operating profit margin,0.100,0.138,0.112,0.110,0,TRV
Pretax profit margin,0.091,0.128,0.101,0.099,0.098,TRV
Net profit margin,0.077,0.105,0.084,0.083,0.083,TRV
Effective tax rate,0.153,0.179,0.167,0.164,0.148,TRV
Return on assets,0.025,0.030,0.023,0.024,0.105,TRV
Return on equity,0.132,0.127,0.092,0.101,0.110,TRV
Return on capital employed,0.033,0.041,0.032,0.033,0,TRV
Net income per EBT,0.847,0.821,0.833,0.836,0.852,TRV
Ebt per ebit,0.905,0.929,0.905,0.901,0,TRV
Ebit per revenue,0.100,0.138,0.112,0.110,0,TRV
Debt ratio,0.814,0.760,0.750,0.764,3.378,TRV
Debt equity ratio,0.338,0.256,0.224,0.253,0.287,TRV
Long term debt to capitalization,0.250,0.202,0.181,0.187,0.207,TRV
Total debt to capitalization,0.253,0.204,0.183,0.202,0.223,TRV
Interest coverage,10.556,14.112,10.549,10.122,0,TRV
Cash flow to debt ratio,0.998,0.984,0.995,0.794,0.667,TRV
Company equity multiplier,5.367,4.170,3.999,4.245,1.052,TRV
Receivables turnover,1.794,1.704,1.566,1.521,1.466,TRV
Payables turnover,0,0,0,0,0,TRV
Inventory turnover,0,0,0,0,0,TRV
Fixed asset turnover,0,0,0,0,0,TRV
Asset turnover,0.319,0.289,0.274,0.287,1.258,TRV
Operating cash flow per share,28.694,28.694,25.716,20.019,16.380,TRV
Free cash flow per share,28.694,28.694,25.716,20.019,16.380,TRV
Cash per share,297.550,325.077,316.509,282.965,253.635,TRV
Payout ratio,0.306,0.237,0.319,0.322,0.323,TRV
Operating cash flow sales ratio,0.197,0.209,0.204,0.165,0.145,TRV
Free cash flow operating cash flow ratio,1,1,1,1,1,TRV
Cash flow coverage ratios,0.998,0.984,0.995,0.794,0.667,TRV
Short term coverage ratios,72.740,72.740,65.190,8.675,7.300,TRV
Capital expenditure coverage ratio,0,0,0,0,0,TRV
Dividend paid and capex coverage ratio,8.371,8.371,7.571,6.167,5.381,TRV
Dividend payout ratio,0.306,0.237,0.319,0.322,0.323,TRV
Price book value ratio,2.204,1.373,1.219,1.373,1.399,TRV
Price to book ratio,2.204,1.373,1.219,1.373,1.399,TRV
Price to sales ratio,1.289,1.139,1.113,1.127,1.057,TRV
Price earnings ratio,16.724,10.829,13.194,13.580,12.692,TRV
Price to free cash flows ratio,6.534,5.452,5.458,6.841,7.311,TRV
Price to operating cash flows ratio,6.534,5.452,5.458,6.841,7.311,TRV
Price cash flow ratio,6.534,5.452,5.458,6.841,7.311,TRV
Price earnings to growth ratio,-0.746,0.294,2.401,1.237,0.575,TRV
Price sales ratio,1.289,1.139,1.113,1.127,1.057,TRV
Dividend yield,0.018,0.022,0.024,0.024,0.025,TRV
Enterprise value multiple,11.808,8.148,9.487,9.816,9.284,TRV
Price fair value,2.204,1.373,1.219,1.373,1.399,TRV
