,2015,2014,2013,2012,2011,ticker
Current ratio,1.169,1.344,1.464,1.185,1.116,EMC
Quick ratio,1.028,1.087,1.810,0.932,0.892,EMC
Cash ratio,0.508,0.542,0.669,0.461,0.437,EMC
Days of sales outstanding,58.760,65.906,60.687,57.714,53.589,EMC
Days of inventory outstanding,78.228,81.168,86.179,83.370,69.296,EMC
Operating cycle,136.988,147.074,146.865,141.083,122.885,EMC
Days of payables outstanding,103.298,107.884,92.639,72.239,75.587,EMC
Cash conversion cycle,33.689,39.189,54.226,68.845,47.298,EMC
Gross profit margin,0.765,0.765,0.757,0.758,0.734,EMC
Operating profit margin,0.115,0.165,0.179,0.183,0.172,EMC
Pretax profit margin,0.117,0.154,0.132,0.175,0.162,EMC
Net profit margin,0.081,0.111,0.124,0.126,0.123,EMC
Effective tax rate,0.246,0.231,0.252,0.241,0.197,EMC
Return on assets,0.043,0.059,0.063,0.072,0.072,EMC
Return on equity,0.094,0.124,0.130,0.122,0.130,EMC
Return on capital employed,0.084,0.118,0.122,0.143,0.144,EMC
Net income per EBT,0.690,0.721,0.944,0.718,0.758,EMC
Ebt per ebit,1.014,0.932,0.738,0.960,0.944,EMC
Ebit per revenue,0.115,0.165,0.179,0.183,0.172,EMC
Debt ratio,0.546,0.523,0.514,0.413,0.447,EMC
Debt equity ratio,0.320,0.251,0.321,0.113,0.214,EMC
Long term debt to capitalization,0.206,0.201,0.198,0.101,0.110,EMC
Total debt to capitalization,0.243,0.201,0.243,0.101,0.176,EMC
Interest coverage,17.323,27.463,26.603,50.237,20.194,EMC
Cash flow to debt ratio,0.795,1.187,0.967,2.483,1.398,EMC
Company equity multiplier,2.205,2.096,2.056,1.703,1.807,EMC
Receivables turnover,6.212,5.538,6.015,6.324,6.811,EMC
Payables turnover,3.533,3.383,3.940,5.053,4.829,EMC
Inventory turnover,4.666,4.497,4.235,4.378,5.267,EMC
Fixed asset turnover,6.417,6.490,6.677,6.905,7.062,EMC
Asset turnover,0.530,0.533,0.506,0.570,0.584,EMC
Operating cash flow per share,2.771,3.216,3.338,2.992,2.758,EMC
Free cash flow per share,2.307,2.734,2.883,2.600,2.294,EMC
Cash per share,4.771,4.103,8.434,2.946,3.074,EMC
Payout ratio,0.456,0.324,0.144,0.038,0.055,EMC
Operating cash flow sales ratio,0.218,0.267,0.298,0.288,0.283,EMC
Free cash flow operating cash flow ratio,0.833,0.850,0.864,0.869,0.832,EMC
Cash flow coverage ratios,0.795,1.187,0.967,2.483,1.398,EMC
Short term coverage ratios,4.146,0,4.158,0,3.335,EMC
Capital expenditure coverage ratio,-5.971,-6.663,-7.341,-7.645,-7.074,EMC
Dividend paid and capex coverage ratio,1.077 K,-65.230,-13.112,-8.747,-8.519,EMC
Dividend payout ratio,0.456,0.324,0.144,0.038,0.055,EMC
Price book value ratio,2.361,2.755,2.339,2.369,2.335,EMC
Price to book ratio,2.361,2.755,2.339,2.369,2.335,EMC
Price to sales ratio,2.021,2.468,2.246,2.439,2.213,EMC
Price earnings ratio,25.086,22.223,18.055,19.382,17.989,EMC
Price to free cash flows ratio,11.133,10.879,8.723,9.730,9.388,EMC
Price to operating cash flows ratio,9.269,9.246,7.534,8.457,7.810,EMC
Price cash flow ratio,9.269,9.246,7.534,8.457,7.810,EMC
Price earnings to growth ratio,-1.067,-5.660,2.691,2.150,0.608,EMC
Price sales ratio,2.021,2.468,2.246,2.439,2.213,EMC
Dividend yield,0.018,0.015,0.008,0.002,0.003,EMC
Enterprise value multiple,10.511,10.632,9.381,9.496,9.331,EMC
Price fair value,2.361,2.755,2.339,2.369,2.335,EMC
