,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),R,267.0,234.0,151.3,73.6
Total cash(figures in $M),R,267.0,234.0,151.3,73.6
Net receivables(figures in $M),R,1476.0,1280.766,1051.618,1060.298
Inventory(figures in $M),R,78.0,68.677,61.191,80.822
Other current assets(figures in $M),R,1933.0,2226.7,1444.2,1488.5
Total current assets(figures in $M),R,2200.0,2460.7,1595.5,1562.1
"Gross property, plant and equipment(figures in $M)",R,9338.0,9308.0,9704.1,11345.5
Accumulated depreciation(figures in $M),R,-7334.0,-7256.798,-6688.355,-6399.408
"Net property, plant and equipment(figures in $M)",R,9338.0,9308.0,9704.1,11345.5
Goodwill(figures in $M),R,861.0,570.905,475.245,475.025
Intangible assets(figures in $M),R,295.0,170.205,43.216,50.905
Other long-term assets(figures in $M),R,2857.0,2065.7,1632.4,1567.8
Total non-current assets(figures in $M),R,12195.0,11373.7,11336.5,12913.3
Total assets(figures in $M),R,14395.0,13834.3,12932.0,14475.3
Current debt(figures in $M),R,1349.0,1333.363,516.581,1154.564
Accounts payable(figures in $M),R,767.0,747.898,547.389,594.712
Taxes payable(figures in $M),R,0.0,9.469,4.588,2.873
Accrued liabilities(figures in $M),R,479.0,433.915,366.945,335.914
Deferred revenues(figures in $M),R,262.0,277.332,263.314,247.778
Other current liabilities(figures in $M),R,1967.0,1867.5,1536.6,1470.8
Total current liabilities(figures in $M),R,1967.0,1867.5,1536.6,1470.8
Long-term debt(figures in $M),R,6352.0,6579.7,6610.2,7924.8
Deferred tax liabilities(figures in $M),R,1571.0,1274.804,1125.733,1161.444
Deferred revenues(figures in $M),R,366.0,410.657,449.279,441.547
Other long-term liabilities(figures in $M),R,3139.0,2589.2,2529.6,2603.4
Total non-current liabilities(figures in $M),R,9491.0,9168.9,9139.8,10528.2
Total liabilities(figures in $M),R,11458.0,11036.4,10676.4,11999.0
Common stock(figures in $M),R,23.0,26.896,26.866,26.639
Retained earnings(figures in $M),R,2518.0,2265.957,1912.942,2177.513
Accumulated other comprehensive income(figures in $M),R,-796.0,-689.241,-817.205,-836.491
Total stockholders' equity(figures in $M),R,2937.0,2797.9,2255.6,2476.3
Total liabilities and stockholders' equity(figures in $M),R,14395.0,13834.3,12932.0,14475.3
