,2022,2021,2020,2019,2018,ticker
Current ratio,1.870,2.655,1.613,2.995,2.236,RL
Quick ratio,1.360,2.071,1.185,2.015,1.552,RL
Cash ratio,0.826,1.627,0.775,0.487,0.822,RL
Days of sales outstanding,27.534,41.959,21.444,24.873,27.123,RL
Days of inventory outstanding,172.243,179.963,107.206,122.990,114.323,RL
Operating cycle,199.777,221.922,128.651,147.863,141.446,RL
Days of payables outstanding,79.080,84.386,35.939,30.424,24.868,RL
Cash conversion cycle,120.696,137.536,92.712,117.439,116.578,RL
Gross profit margin,0.667,0.650,0.593,0.616,0.607,RL
Operating profit margin,0.128,0.055,0.072,0.120,0.108,RL
Pretax profit margin,0.121,-0.017,0.053,0.092,0.079,RL
Net profit margin,0.097,-0.028,0.062,0.068,0.026,RL
Effective tax rate,0.205,-0.619,-0.177,0.260,0.667,RL
Return on assets,0.078,-0.015,0.053,0.073,0.027,RL
Return on equity,0.237,-0.046,0.143,0.131,0.047,RL
Return on capital employed,0.146,0.038,0.085,0.160,0.146,RL
Net income per EBT,0.795,1.619,1.177,0.740,0.333,RL
Ebt per ebit,0.945,-0.311,0.737,0.767,0.735,RL
Ebit per revenue,0.128,0.055,0.072,0.120,0.108,RL
Debt ratio,0.672,0.670,0.630,0.447,0.437,RL
Debt equity ratio,1.330,1.240,1.124,0.216,0.172,RL
Long term debt to capitalization,0.507,0.529,0.422,0.173,0.077,RL
Total debt to capitalization,0.571,0.554,0.529,0.178,0.147,RL
Interest coverage,14.785,4.953,25.159,36.671,36.560,RL
Cash flow to debt ratio,0.212,0.118,0.249,1.102,1.636,RL
Company equity multiplier,3.046,3.029,2.703,1.808,1.777,RL
Receivables turnover,13.256,8.699,17.021,14.675,13.457,RL
Payables turnover,4.616,4.325,10.156,11.997,14.678,RL
Inventory turnover,2.119,2.028,3.405,2.968,3.193,RL
Fixed asset turnover,2.989,1.953,2.473,6.075,5.211,RL
Asset turnover,0.805,0.558,0.846,1.062,1.006,RL
Operating cash flow per share,9.807,5.182,9.955,9.725,11.935,RL
Free cash flow per share,7.521,3.716,6.389,7.272,9.957,RL
Cash per share,35.595,37.776,27.920,24.659,24.529,RL
Payout ratio,0.250,-0.411,0.531,0.443,0.998,RL
Operating cash flow sales ratio,0.115,0.087,0.123,0.124,0.158,RL
Free cash flow operating cash flow ratio,0.767,0.717,0.642,0.748,0.834,RL
Cash flow coverage ratios,0.212,0.118,0.249,1.102,1.636,RL
Short term coverage ratios,0.940,1.258,0.710,35.148,3.164,RL
Capital expenditure coverage ratio,-4.289,-3.533,-2.792,-3.965,-6.034,RL
Dividend paid and capex coverage ratio,-42.361,-6.567,-11.364,-111.971,1.219 K,RL
Dividend payout ratio,0.250,-0.411,0.531,0.443,0.998,RL
Price book value ratio,3.224,3.448,1.914,3.180,2.642,RL
Price to book ratio,3.224,3.448,1.914,3.180,2.642,RL
Price to sales ratio,1.315,2.040,0.837,1.656,1.477,RL
Price earnings ratio,13.624,-74.143,13.410,24.257,56.106,RL
Price to free cash flows ratio,14.893,32.877,10.641,17.833,11.228,RL
Price to operating cash flows ratio,11.421,23.572,6.830,13.335,9.367,RL
Price cash flow ratio,11.421,23.572,6.830,13.335,9.367,RL
Price earnings to growth ratio,0.023,0.559,-2.562,0.144,0.211,RL
Price sales ratio,1.315,2.040,0.837,1.656,1.477,RL
Dividend yield,0.018,0.006,0.040,0.018,0.018,RL
Enterprise value multiple,8.952,19.742,9.211,10.147,8.771,RL
Price fair value,3.224,3.448,1.914,3.180,2.642,RL
