,2022,2021,2020,2019,2018,ticker
Current ratio,2.442,2.431,2.267,2.064,1.888,PRGO
Quick ratio,1.165,1.586,1.227,1.196,1.056,PRGO
Cash ratio,0.539,1.174,0.464,0.265,0.358,PRGO
Days of sales outstanding,57.157,57.581,75.995,93.804,82.778,PRGO
Days of inventory outstanding,140.131,136.776,134.871,115.226,110.499,PRGO
Operating cycle,197.288,194.357,210.865,209.030,193.277,PRGO
Days of payables outstanding,65.454,55.129,61.109,61.967,59.768,PRGO
Cash conversion cycle,131.834,139.228,149.756,147.063,133.510,PRGO
Gross profit margin,0.327,0.342,0.359,0.367,0.387,PRGO
Operating profit margin,0.039,0.139,0.184,0.125,0.050,PRGO
Pretax profit margin,-0.031,0.063,-0.030,0.035,0.061,PRGO
Net profit margin,-0.029,-0.032,-0.032,0.030,0.028,PRGO
Effective tax rate,0.059,1.506,-0.088,0.146,0.549,PRGO
Return on assets,-0.012,-0.013,-0.014,0.013,0.012,PRGO
Return on equity,-0.027,-0.025,-0.029,0.025,0.023,PRGO
Return on capital employed,0.017,0.065,0.092,0.061,0.025,PRGO
Net income per EBT,0.941,-0.506,1.088,0.854,0.451,PRGO
Ebt per ebit,-0.805,0.451,-0.160,0.283,1.229,PRGO
Ebit per revenue,0.039,0.139,0.184,0.125,0.050,PRGO
Debt ratio,0.561,0.506,0.508,0.486,0.484,PRGO
Debt equity ratio,0.848,0.683,0.631,0.581,0.572,PRGO
Long term debt to capitalization,0.457,0.361,0.384,0.367,0.350,PRGO
Total debt to capitalization,0.459,0.406,0.387,0.367,0.364,PRGO
Interest coverage,1.108,4.590,7.459,1.394,-1.848,PRGO
Cash flow to debt ratio,0.075,0.044,0.178,0.115,0.183,PRGO
Company equity multiplier,2.275,2.024,2.032,1.947,1.938,PRGO
Receivables turnover,6.386,6.339,4.803,3.891,4.409,PRGO
Payables turnover,5.576,6.621,5.973,5.890,6.107,PRGO
Inventory turnover,2.605,2.669,2.706,3.168,3.303,PRGO
Fixed asset turnover,3.893,4.014,4.284,4.684,5.707,PRGO
Asset turnover,0.404,0.397,0.441,0.428,0.431,PRGO
Operating cash flow per share,2.285,1.170,4.675,2.851,4.303,PRGO
Free cash flow per share,1.568,0.031,3.422,1.839,3.559,PRGO
Cash per share,4.466,13.959,4.713,2.605,3.999,PRGO
Payout ratio,-1.088,-0.990,-0.762,0.769,0.801,PRGO
Operating cash flow sales ratio,0.069,0.038,0.126,0.080,0.125,PRGO
Free cash flow operating cash flow ratio,0.686,0.027,0.732,0.645,0.827,PRGO
Cash flow coverage ratios,0.075,0.044,0.178,0.115,0.183,PRGO
Short term coverage ratios,8.489,0.259,16.831,114.059,3.118,PRGO
Capital expenditure coverage ratio,-3.188,-1.028,-3.734,-2.816,-5.780,PRGO
Dividend paid and capex coverage ratio,6.680,-6.947,-13.682,-15.328,257.826,PRGO
Dividend payout ratio,-1.088,-0.990,-0.762,0.769,0.801,PRGO
Price book value ratio,0.947,1.009,1.076,1.211,0.942,PRGO
Price to book ratio,0.947,1.009,1.076,1.211,0.942,PRGO
Price to sales ratio,1.030,1.256,1.202,1.452,1.129,PRGO
Price earnings ratio,-35.028,-39.702,-37.432,48.089,40.761,PRGO
Price to free cash flows ratio,21.741,1.237 K,13.067,28.092,10.889,PRGO
Price to operating cash flows ratio,14.921,33.250,9.567,18.117,9.005,PRGO
Price cash flow ratio,14.921,33.250,9.567,18.117,9.005,PRGO
Price earnings to growth ratio,-34.327,-2.250,0.177,3.807,3.113,PRGO
Price sales ratio,1.030,1.256,1.202,1.452,1.129,PRGO
Dividend yield,0.031,0.025,0.020,0.016,0.020,PRGO
Enterprise value multiple,15.821,7.735,6.841,10.031,11.245,PRGO
Price fair value,0.947,1.009,1.076,1.211,0.942,PRGO
