,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),PRGO,600.7,1864.9,641.5,354.3
Total cash(figures in $M),PRGO,600.7,1864.9,641.5,354.3
Net receivables(figures in $M),PRGO,697.1,652.9,1054.2,1243.2
Inventory(figures in $M),PRGO,1150.3,1020.2,1200.2,967.3
Other current assets(figures in $M),PRGO,271.8,0.0,0.0,0.0
Total current assets(figures in $M),PRGO,2719.9,3859.9,3133.5,2756.9
"Gross property, plant and equipment(figures in $M)",PRGO,1143.4,1031.0,1182.0,1032.7
Accumulated depreciation(figures in $M),PRGO,-990.0,-911.6,-1009.4,-922.1
"Net property, plant and equipment(figures in $M)",PRGO,1143.4,1031.0,1182.0,1032.7
Goodwill(figures in $M),PRGO,3549.0,3004.7,3783.9,4185.5
Intangible assets(figures in $M),PRGO,3230.2,2146.1,2974.3,2921.2
Other long-term assets(figures in $M),PRGO,367.7,377.5,370.5,399.7
Total non-current assets(figures in $M),PRGO,8297.4,6565.8,8354.9,8544.5
Total assets(figures in $M),PRGO,11017.3,10425.7,11488.4,11301.4
Current debt(figures in $M),PRGO,36.2,603.8,37.8,3.4
Accounts payable(figures in $M),PRGO,537.3,411.2,543.8,520.2
Taxes payable(figures in $M),PRGO,14.4,16.5,9.0,32.2
Accrued liabilities(figures in $M),PRGO,525.7,523.5,791.4,780.0
Other current liabilities(figures in $M),PRGO,0.0,32.9,0.0,0.0
Total current liabilities(figures in $M),PRGO,1113.6,1587.9,1382.0,1335.8
Long-term debt(figures in $M),PRGO,4070.4,2916.7,3528.3,3365.8
Deferred tax liabilities(figures in $M),PRGO,368.2,239.3,279.3,280.6
Other long-term liabilities(figures in $M),PRGO,623.0,530.1,643.7,515.1
Total non-current liabilities(figures in $M),PRGO,5061.6,3686.1,4451.3,4161.5
Total liabilities(figures in $M),PRGO,6175.2,5274.0,5833.3,5497.3
Common stock(figures in $M),PRGO,6936.7,7043.2,7118.2,7359.9
Retained earnings(figures in $M),PRGO,-2067.6,-1927.0,-1858.1,-1695.5
Accumulated other comprehensive income(figures in $M),PRGO,-27.0,35.5,395.0,139.4
Total stockholders' equity(figures in $M),PRGO,4842.1,5151.7,5655.1,5803.8
Total liabilities and stockholders' equity(figures in $M),PRGO,11017.3,10425.7,11488.4,11301.4
