,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),PRGO,4451.6,4451.6,4138.7,5063.3,4837.4
Cost of revenue(figures in $M),PRGO,2996.2,2996.2,2722.5,3248.1,3064.1
Gross profit(figures in $M),PRGO,1455.4,1455.4,1416.2,1815.2,1773.3
Research development(figures in $M),PRGO,123.1,123.1,122.0,177.7,187.4
Selling general and administrative(figures in $M),PRGO,1210.1,1210.1,1111.4,1175.5,1166.1
Total operating expenses(figures in $M),PRGO,1334.0,1334.0,815.8,1349.5,1357.7
Operating income or loss(figures in $M),PRGO,121.4,121.4,600.4,465.7,415.6
Interest expense(figures in $M),PRGO,156.0,156.0,125.0,125.0,
Total other income/expenses net(figures in $M),PRGO,-104.5,-104.5,-216.7,-483.9,-122.9
Income before tax(figures in $M),PRGO,-139.1,-139.1,258.7,-149.4,171.0
Income tax expense(figures in $M),PRGO,-8.2,-8.2,389.6,13.2,24.9
Income from continuing operations(figures in $M),PRGO,-130.9,-130.9,-130.9,-162.6,146.1
Net income(figures in $M),PRGO,-140.6,-140.6,-68.9,-162.6,146.1
Net income available to common shareholders(figures in $M),PRGO,-140.6,-140.6,-68.9,-162.6,146.1
Basic EPS(figures in $M),PRGO,,,-5.2e-07,-1.2e-06,1.0700000000000001e-06
Diluted EPS(figures in $M),PRGO,,,-5.2e-07,-1.2e-06,1.0700000000000001e-06
Basic average shares(figures in $M),PRGO,,,133.6,136.1,136.0
Diluted average shares(figures in $M),PRGO,,,133.6,137.2,136.5
EBITDA(figures in $M),PRGO,,460.0,695.9,850.5,812.1
