,ticker,2023,2024,2025,2026,2027
Revenue(In $M),PRGO,"4,817","5,022","5,185","5,251","5,407"
Dividend,PRGO,1.09,1.20,1.32,-,-
Dividend Yield (in %),PRGO,3.03 %,3.34 %,3.67 %,-,-
EPS,PRGO,2.64,3.09,3.58,4.35,4.65
P/E Ratio,PRGO,13.99,11.98,10.33,8.50,7.95
EBIT(In $M),PRGO,624,715,777,825,872
EBITDA(In $M),PRGO,730,833,891,998,"1,053"
Net Profit(In $M),PRGO,355,419,491,597,639
Net Profit Adjusted(In $M),PRGO,355,419,491,597,639
Pre-Tax Profit(In $M),PRGO,453,537,631,765,819
Net Profit (Adjusted)(In $M),PRGO,446,539,635,-,-
EPS (Non-GAAP) ex. SOE(In $),PRGO,2.64,3.09,3.58,4.35,4.65
EPS (GAAP)(In $),PRGO,-0.38,0.25,0.78,-,-
Gross Income(In $M),PRGO,"1,844","1,974","2,082","2,084","2,152"
Cash Flow from Investing(In $M),PRGO,-91,-90,-121,-149,-130
Cash Flow from Operations(In $M),PRGO,409,521,620,645,690
Cash Flow from Financing(In $M),PRGO,-149,-860,-266,-873,-182
Cash Flow per Share(In $),PRGO,2.81,4.09,4.90,-,-
Free Cash Flow(In $M),PRGO,408,575,675,794,820
Free Cash Flow per Share(In $),PRGO,1.93,3.22,4.04,-,-
Book Value per Share(In $),PRGO,36.47,38.43,40.85,-,-
Net Debt(In $M),PRGO,"3,391","3,113","2,738",-,-
Research & Development Exp.(In $M),PRGO,136,138,145,132,135
Capital Expenditure(In $M),PRGO,128,155,155,149,130
"Selling, General & Admin. Exp.(In $M)",PRGO,999,"1,041","1,079",938,957
Shareholder’s Equity(In $M),PRGO,"4,979","5,260","5,605","6,916","7,710"
Total Assets(In $M),PRGO,"11,224","10,848","11,196","11,967","12,311"
