,2021,2020,2019,2018,2017,ticker
Current ratio,0,88.919,14.994,15.676,12.328,PBCT
Quick ratio,0,16.281,1.462,1.776,1.506,PBCT
Cash ratio,0,7.191,0.255,0.389,0.314,PBCT
Days of sales outstanding,0,45.227,43.719,44.646,56.104,PBCT
Days of inventory outstanding,0,0,0,0,0,PBCT
Days of payables outstanding,0,0,0,0,0,PBCT
Gross profit margin,0,0,0,0,0,PBCT
Operating profit margin,0,0,0,0,0,PBCT
Pretax profit margin,0.400,0.175,0.354,0.360,0.321,PBCT
Net profit margin,0.320,0.110,0.282,0.292,0.232,PBCT
Effective tax rate,0.201,0.370,0.202,0.188,0.278,PBCT
Return on assets,0.009,0.003,0.009,0.010,0.008,PBCT
Return on equity,0.077,0.029,0.065,0.072,0.058,PBCT
Return on capital employed,0,0,0,0,0,PBCT
Net income per EBT,0.799,0.630,0.798,0.812,0.722,PBCT
Ebt per ebit,0,0,0,0,0,PBCT
Ebit per revenue,0,0,0,0,0,PBCT
Debt ratio,0.878,0.879,0.864,0.864,0.869,PBCT
Debt equity ratio,7.181,7.298,6.372,6.328,6.638,PBCT
Long term debt to capitalization,0.164,0.146,0.143,0.129,0.162,PBCT
Total debt to capitalization,0.164,0.196,0.358,0.336,0.400,PBCT
Interest coverage,0,0,0,0,0,PBCT
Cash flow to debt ratio,0.299,0.454,0.054,0.178,0.155,PBCT
Company equity multiplier,8.181,8.298,7.372,7.328,7.638,PBCT
Receivables turnover,0,8.070,8.349,8.176,6.506,PBCT
Payables turnover,0,0,0,0,0,PBCT
Inventory turnover,0,0,0,0,0,PBCT
Fixed asset turnover,7.828,2.941,2.376,3.512,3.470,PBCT
Asset turnover,0.029,0.032,0.031,0.033,0.033,PBCT
Operating cash flow per share,1.112,2.007,0.609,1.687,1.807,PBCT
Free cash flow per share,1.112,1.898,0.438,1.436,1.720,PBCT
Cash per share,41.200,21.473,11.036,11.629,12.059,PBCT
Payout ratio,0.508,1.449,0.555,0.551,0.718,PBCT
Operating cash flow sales ratio,0.246,0.423,0.131,0.368,0.414,PBCT
Free cash flow operating cash flow ratio,1,0.946,0.719,0.851,0.952,PBCT
Cash flow coverage ratios,0.299,0.454,0.054,0.178,0.155,PBCT
Short term coverage ratios,0,1.514,0.078,0.252,0.218,PBCT
Capital expenditure coverage ratio,0,-18.404,-3.557,-6.704,-20.759,PBCT
Dividend paid and capex coverage ratio,1.515,3.094,1.089,3.466,2.826,PBCT
Dividend payout ratio,0.508,1.449,0.555,0.551,0.718,PBCT
Price book value ratio,0.943,0.714,0.841,0.771,1.070,PBCT
Price to book ratio,0.943,0.714,0.841,0.771,1.070,PBCT
Price to sales ratio,3.938,2.725,3.626,3.145,4.286,PBCT
Price earnings ratio,12.322,24.725,12.845,10.766,18.472,PBCT
Price to free cash flows ratio,16.030,6.812,38.618,10.051,10.871,PBCT
Price to operating cash flows ratio,16.030,6.442,27.761,8.552,10.347,PBCT
Price cash flow ratio,16.030,6.442,27.761,8.552,10.347,PBCT
Price earnings to growth ratio,0.069,-0.418,-8.350,0.316,3.399,PBCT
Price sales ratio,3.938,2.725,3.626,3.145,4.286,PBCT
Dividend yield,0.041,0.059,0.043,0.051,0.039,PBCT
Enterprise value multiple,9.693,4.751,8.629,7.771,12.505,PBCT
Price fair value,0.943,0.714,0.841,0.771,1.070,PBCT
