,2019,2018,2017,2016,2015,ticker
Current ratio,1.005,1.131,1.155,2.268,1.035,AGN
Quick ratio,0.823,0.834,0.949,2.001,0.390,AGN
Cash ratio,0.226,0.154,0.185,0.219,0.132,AGN
Days of sales outstanding,72.422,66.310,66.379,63.403,61.142,AGN
Days of inventory outstanding,169.821,141.060,152.280,140.837,100.475,AGN
Operating cycle,242.243,207.369,218.659,204.240,161.617,AGN
Days of payables outstanding,58.510,58.263,54.632,44.115,28.637,AGN
Cash conversion cycle,183.732,149.107,164.027,160.125,132.980,AGN
Gross profit margin,0.849,0.861,0.864,0.872,0.783,AGN
Operating profit margin,-0.276,-0.383,-0.375,-0.125,-0.247,AGN
Pretax profit margin,-0.318,-0.434,-0.652,-0.194,-0.358,AGN
Net profit margin,-0.328,-0.323,-0.259,1.028,0.309,AGN
Effective tax rate,-0.029,0.258,0.642,0.670,0.343,AGN
Return on assets,-0.056,-0.050,-0.035,0.116,0.029,AGN
Return on equity,-0.091,-0.078,-0.056,0.197,0.051,AGN
Return on capital employed,-0.053,-0.063,-0.055,-0.015,-0.025,AGN
Net income per EBT,1.030,0.743,0.397,-5.287,-0.861,AGN
Ebt per ebit,1.151,1.133,1.738,1.551,1.452,AGN
Ebit per revenue,-0.276,-0.383,-0.375,-0.125,-0.247,AGN
Debt ratio,0.386,0.360,0.376,0.409,0.435,AGN
Debt equity ratio,0.628,0.563,0.603,0.693,0.770,AGN
Long term debt to capitalization,0.237,0.260,0.259,0.282,0.344,AGN
Total debt to capitalization,0.237,0.260,0.259,0.282,0.344,AGN
Interest coverage,-5.678,-6.639,-5.454,-1.409,-2.624,AGN
Cash flow to debt ratio,0.400,0.246,0.235,0.048,0.115,AGN
Company equity multiplier,1.628,1.563,1.603,1.693,1.770,AGN
Receivables turnover,5.040,5.504,5.499,5.757,5.970,AGN
Payables turnover,6.238,6.265,6.681,8.274,12.746,AGN
Inventory turnover,2.149,2.588,2.397,2.592,3.633,AGN
Fixed asset turnover,6.657,8.835,8.928,9.043,8.286,AGN
Asset turnover,0.170,0.155,0.135,0.113,0.094,AGN
Operating cash flow per share,22.002,16.736,18.212,3.756,12.523,AGN
Free cash flow per share,20.684,15.984,15.323,2.890,10.866,AGN
Cash per share,17.978,5.660,19.321,34.361,3.005,AGN
Payout ratio,-0.185,-0.206,-0.295,0.019,0.053,AGN
Operating cash flow sales ratio,0.450,0.357,0.381,0.099,0.363,AGN
Free cash flow operating cash flow ratio,0.940,0.955,0.841,0.769,0.868,AGN
Cash flow coverage ratios,0.400,0.246,0.235,0.048,0.115,AGN
Short term coverage ratios,0,0,0,0,0,AGN
Capital expenditure coverage ratio,-19.303,-22.249,-17.374,-4.362,-10.126,AGN
Dividend paid and capex coverage ratio,12.077,7.083,7.001,-27.277,-18.663,AGN
Dividend payout ratio,-0.185,-0.206,-0.295,0.019,0.053,AGN
Price book value ratio,1.081,0.692,0.740,1.061,1.501,AGN
Price to book ratio,1.081,0.692,0.740,1.061,1.501,AGN
Price to sales ratio,3.909,2.853,3.425,5.548,9.059,AGN
Price earnings ratio,-11.932,-8.838,-13.235,5.398,29.357,AGN
Price to free cash flows ratio,9.242,8.362,10.675,72.672,28.760,AGN
Price to operating cash flows ratio,8.689,7.986,8.982,55.913,24.953,AGN
Price cash flow ratio,8.689,7.986,8.982,55.913,24.953,AGN
Price earnings to growth ratio,2.009,0.395,0.100,0.020,0.121,AGN
Price sales ratio,3.909,2.853,3.425,5.548,9.059,AGN
Dividend yield,0.015,0.023,0.022,0.003,0.002,AGN
Enterprise value multiple,48.305,85.733,-35.537,5.327,16.388,AGN
Price fair value,1.081,0.692,0.740,1.061,1.501,AGN
