,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),D,17174.0,17174.0,13964.0,14172.0,16572.0
Cost of revenue(figures in $M),D,9336.0,11825.0,7558.0,8914.0,10243.0
Gross profit(figures in $M),D,7838.0,5349.0,6406.0,5258.0,6329.0
Total operating expenses(figures in $M),D,3753.0,3753.0,3387.0,3203.0,3695.0
Operating income or loss(figures in $M),D,4085.0,1596.0,3019.0,2055.0,2634.0
Interest expense(figures in $M),D,966.0,966.0,1354.0,1377.0,1773.0
Total other income/expenses net(figures in $M),D,-2066.0,423.0,1433.0,733.0,986.0
Income before tax(figures in $M),D,1053.0,1053.0,3098.0,1411.0,1847.0
Income tax expense(figures in $M),D,68.0,68.0,425.0,83.0,381.0
Income from continuing operations(figures in $M),D,985.0,985.0,2673.0,1328.0,1466.0
Net income(figures in $M),D,994.0,994.0,3288.0,-401.0,1448.0
Net income available to common shareholders(figures in $M),D,901.0,994.0,3288.0,-401.0,1448.0
Basic EPS(figures in $M),D,,,4.059999999999999e-06,-5e-07,1.73e-06
Diluted EPS(figures in $M),D,,,3.98e-06,-5.699999999999999e-07,1.73e-06
Basic average shares(figures in $M),D,,,810.0,806.0,838.0
Diluted average shares(figures in $M),D,,,810.0,831.0,838.0
EBITDA(figures in $M),D,,4849.0,5497.0,4387.0,5289.0
