,2022,2021,2020,2019,2018,ticker
Current ratio,0.732,0.838,0.635,0.613,0.675,D
Quick ratio,0.261,0.329,0.247,0.283,0.307,D
Cash ratio,0.011,0.033,0.016,0.017,0.035,D
Days of sales outstanding,71.347,67.124,64.568,58.256,56.801,D
Days of inventory outstanding,53.369,78.766,63.468,62.075,73.529,D
Operating cycle,124.715,145.890,128.035,120.331,130.330,D
Days of payables outstanding,56.332,57.807,38.654,39.732,47.395,D
Cash conversion cycle,68.383,88.083,89.382,80.599,82.935,D
Gross profit margin,0.311,0.459,0.371,0.382,0.473,D
Operating profit margin,0.093,0.216,0.109,0.159,0.269,D
Pretax profit margin,0.061,0.222,0.100,0.111,0.234,D
Net profit margin,0.058,0.235,0.094,0.087,0.183,D
Effective tax rate,0.065,0.137,0.059,0.206,0.185,D
Return on assets,0.010,0.033,0.014,0.014,0.031,D
Return on equity,0.036,0.120,0.051,0.045,0.122,D
Return on capital employed,0.018,0.033,0.018,0.028,0.051,D
Net income per EBT,0.944,1.061,0.941,0.784,0.782,D
Ebt per ebit,0.660,1.026,0.910,0.701,0.869,D
Ebit per revenue,0.093,0.216,0.109,0.159,0.269,D
Debt ratio,0.733,0.726,0.724,0.672,0.717,D
Debt equity ratio,1.638,1.486,1.417,1.185,1.749,D
Long term debt to capitalization,0.583,0.578,0.565,0.514,0.608,D
Total debt to capitalization,0.621,0.598,0.586,0.542,0.636,D
Interest coverage,1.652,2.230,1.126,1.486,2.412,D
Cash flow to debt ratio,0.081,0.099,0.141,0.137,0.136,D
Company equity multiplier,3.739,3.647,3.672,3.245,3.875,D
Receivables turnover,5.116,5.438,5.653,6.265,6.426,D
Payables turnover,6.479,6.314,9.443,9.187,7.701,D
Inventory turnover,6.839,4.634,5.751,5.880,4.964,D
Fixed asset turnover,0.271,0.234,0.245,0.240,0.245,D
Asset turnover,0.165,0.140,0.148,0.160,0.172,D
Operating cash flow per share,4.568,4.984,6.485,6.210,7.009,D
Free cash flow per share,-4.804,-2.374,-0.984,0.267,0.762,D
Cash per share,0.189,0.349,0.213,0.198,0.394,D
Payout ratio,2.222,0.619,2.163,2.060,0.893,D
Operating cash flow sales ratio,0.215,0.289,0.369,0.314,0.357,D
Free cash flow operating cash flow ratio,-1.052,-0.476,-0.152,0.043,0.109,D
Cash flow coverage ratios,0.081,0.099,0.141,0.137,0.136,D
Short term coverage ratios,0.547,1.280,1.710,1.278,1.184,D
Capital expenditure coverage ratio,-0.487,-0.677,-0.868,-1.045,-1.122,D
Dividend paid and capex coverage ratio,-0.687,-1.029,-1.661,-2.606,-2.307,D
Dividend payout ratio,2.222,0.619,2.163,2.060,0.893,D
Price book value ratio,1.781,2.330,2.321,2.169,2.420,D
Price to book ratio,1.781,2.330,2.321,2.169,2.420,D
Price to sales ratio,2.892,4.557,4.277,4.188,3.641,D
Price earnings ratio,49.969,19.353,45.641,47.930,19.887,D
Price to free cash flows ratio,-12.765,-33.091,-76.433,309.836,93.765,D
Price to operating cash flows ratio,13.424,15.763,11.596,13.337,10.196,D
Price cash flow ratio,13.424,15.763,11.596,13.337,10.196,D
Price earnings to growth ratio,-0.717,0.133,-9.870,-0.924,-0.833,D
Price sales ratio,2.892,4.557,4.277,4.188,3.641,D
Dividend yield,0.044,0.032,0.047,0.043,0.045,D
Enterprise value multiple,19.632,18.907,22.214,20.256,12.290,D
Price fair value,1.781,2.330,2.321,2.169,2.420,D
