,2022,2021,2020,2019,2018,ticker
Current ratio,1.373,1.430,1.349,1.177,1.234,GD
Quick ratio,0.850,0.940,0.878,0.732,0.767,GD
Cash ratio,0.081,0.115,0.177,0.054,0.065,GD
Days of sales outstanding,109.323,109.484,107.647,105.753,104.227,GD
Days of inventory outstanding,70.384,60.793,66.358,71.280,74.008,GD
Operating cycle,179.707,170.277,174.006,177.032,178.235,GD
Days of payables outstanding,37.830,36.055,34.097,35.742,39.363,GD
Cash conversion cycle,141.876,134.222,139.908,141.291,138.872,GD
Gross profit margin,0.168,0.167,0.167,0.179,0.186,GD
Operating profit margin,0.107,0.108,0.109,0.118,0.123,GD
Pretax profit margin,0.102,0.101,0.099,0.107,0.113,GD
Net profit margin,0.086,0.085,0.084,0.089,0.092,GD
Effective tax rate,0.160,0.159,0.153,0.171,0.178,GD
Return on assets,0.066,0.065,0.062,0.071,0.074,GD
Return on equity,0.183,0.185,0.202,0.257,0.285,GD
Return on capital employed,0.116,0.115,0.117,0.145,0.145,GD
Net income per EBT,0.840,0.841,0.847,0.829,0.819,GD
Ebt per ebit,0.958,0.930,0.904,0.904,0.917,GD
Ebit per revenue,0.107,0.108,0.109,0.118,0.123,GD
Debt ratio,0.640,0.648,0.695,0.722,0.742,GD
Debt equity ratio,0.565,0.652,0.830,0.879,1.058,GD
Long term debt to capitalization,0.332,0.373,0.390,0.399,0.494,GD
Total debt to capitalization,0.361,0.395,0.454,0.468,0.514,GD
Interest coverage,10.770,9.659,8.665,10.104,11.917,GD
Cash flow to debt ratio,0.436,0.372,0.297,0.250,0.254,GD
Company equity multiplier,2.778,2.838,3.276,3.597,3.870,GD
Receivables turnover,3.339,3.334,3.391,3.451,3.502,GD
Payables turnover,9.648,10.123,10.705,10.212,9.273,GD
Inventory turnover,5.186,6.004,5.500,5.121,4.932,GD
Fixed asset turnover,6.679,7.102,7.436,8.793,8.324,GD
Asset turnover,0.764,0.768,0.739,0.806,0.797,GD
Operating cash flow per share,16.330,15.230,13.446,10.340,10.660,GD
Free cash flow per share,12.357,12.067,10.076,6.916,8.324,GD
Cash per share,4.429,5.716,9.842,3.129,3.261,GD
Payout ratio,0.404,0.404,0.392,0.331,0.321,GD
Operating cash flow sales ratio,0.116,0.111,0.102,0.076,0.087,GD
Free cash flow operating cash flow ratio,0.757,0.792,0.749,0.669,0.781,GD
Cash flow coverage ratios,0.436,0.372,0.297,0.250,0.254,GD
Short term coverage ratios,3.654,4.250,1.285,1.021,3.235,GD
Capital expenditure coverage ratio,-4.110,-4.815,-3.990,-3.020,-4.562,GD
Dividend paid and capex coverage ratio,17.957,9.979,14.132,18.067,8.177,GD
Dividend payout ratio,0.404,0.404,0.392,0.331,0.321,GD
Price book value ratio,3.747,3.314,2.727,3.745,3.957,GD
Price to book ratio,3.747,3.314,2.727,3.745,3.957,GD
Price to sales ratio,1.765,1.520,1.126,1.292,1.283,GD
Price earnings ratio,20.522,17.949,13.483,14.593,13.879,GD
Price to free cash flows ratio,20.078,17.276,14.770,25.497,18.887,GD
Price to operating cash flows ratio,15.193,13.688,11.068,17.055,14.747,GD
Price cash flow ratio,15.193,13.688,11.068,17.055,14.747,GD
Price earnings to growth ratio,4.964,3.476,-1.552,2.175,0.844,GD
Price sales ratio,1.765,1.520,1.126,1.292,1.283,GD
Dividend yield,0.020,0.022,0.029,0.023,0.023,GD
Enterprise value multiple,15.471,13.527,10.552,11.296,11.111,GD
Price fair value,3.747,3.314,2.727,3.745,3.957,GD
