,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),GD,39407.0,39407.0,38469.0,37925.0,39350.0
Cost of revenue(figures in $M),GD,32785.0,32785.0,32061.0,31600.0,32291.0
Gross profit(figures in $M),GD,6622.0,6622.0,6408.0,6325.0,7059.0
Selling general and administrative(figures in $M),GD,2411.0,2411.0,2245.0,2192.0,2411.0
Total operating expenses(figures in $M),GD,2411.0,35196.0,34306.0,33792.0,34702.0
Operating income or loss(figures in $M),GD,4211.0,4211.0,4163.0,4133.0,4648.0
Interest expense(figures in $M),GD,391.0,391.0,431.0,477.0,460.0
Total other income/expenses net(figures in $M),GD,189.0,189.0,134.0,82.0,14.0
Income before tax(figures in $M),GD,4036.0,4036.0,3873.0,3738.0,4202.0
Income tax expense(figures in $M),GD,646.0,646.0,616.0,571.0,718.0
Income from continuing operations(figures in $M),GD,3390.0,3390.0,3257.0,3167.0,3484.0
Net income(figures in $M),GD,3390.0,3390.0,3257.0,3167.0,3484.0
Net income available to common shareholders(figures in $M),GD,3390.0,3390.0,3257.0,3167.0,3484.0
Basic EPS(figures in $M),GD,,,1.1609999999999999e-05,1.104e-05,1.209e-05
Diluted EPS(figures in $M),GD,,,1.1550000000000001e-05,1.1e-05,1.198e-05
Basic average shares(figures in $M),GD,,,280.427,286.922,288.3
Diluted average shares(figures in $M),GD,,,282.017,287.913,290.8
EBITDA(figures in $M),GD,,5095.0,5053.0,5011.0,5477.0
