,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),MOS,19125.2,19125.2,12357.4,8681.7,8906.3
Cost of revenue(figures in $M),MOS,13369.4,13369.4,9157.1,7616.8,8009.0
Gross profit(figures in $M),MOS,5755.8,5755.8,3200.3,1064.9,897.3
Selling general and administrative(figures in $M),MOS,498.0,498.0,430.5,371.5,354.1
Total operating expenses(figures in $M),MOS,970.5,970.5,573.7,652.0,530.1
Operating income or loss(figures in $M),MOS,4785.3,4785.3,2626.6,412.9,367.2
Interest expense(figures in $M),MOS,168.8,137.8,169.1,180.6,182.9
Total other income/expenses net(figures in $M),MOS,-5.0,-5.0,-232.7,-51.4,-1440.4
Income before tax(figures in $M),MOS,4642.5,4642.5,2224.8,180.9,-1256.1
Income tax expense(figures in $M),MOS,1224.3,1224.3,597.7,-578.5,-224.7
Income from continuing operations(figures in $M),MOS,3614.2,3614.2,1634.9,665.6,-1090.8
Net income(figures in $M),MOS,3582.8,3582.8,1630.6,666.1,-1067.4
Net income available to common shareholders(figures in $M),MOS,3582.8,3582.8,1630.6,666.1,-1067.4
Basic EPS(figures in $M),MOS,,1.017e-05,4.309999999999999e-06,1.76e-06,-2.7799999999999996e-06
Diluted EPS(figures in $M),MOS,,1.006e-05,4.27e-06,1.75e-06,-2.7799999999999996e-06
Basic average shares(figures in $M),MOS,,352.4,378.1,379.0,383.8
Diluted average shares(figures in $M),MOS,,356.0,381.6,381.3,383.8
EBITDA(figures in $M),MOS,,4780.3,2393.9,361.5,-1073.2
