,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),PNW,4.832,9.969,59.968,10.283
Total cash(figures in $M),PNW,4.832,9.969,59.968,10.283
Net receivables(figures in $M),PNW,453.209,391.923,313.576,266.426
Inventory(figures in $M),PNW,450.636,367.167,334.297,345.92
Other current assets(figures in $M),PNW,138.409,214.272,192.505,195.028
Total current assets(figures in $M),PNW,1750.554,1551.1,1198.319,1030.03
"Gross property, plant and equipment(figures in $M)",PNW,25713.951,24498.407,22882.235,21402.118
Accumulated depreciation(figures in $M),PNW,-8316.789,-7894.609,-7500.531,-7024.331
"Net property, plant and equipment(figures in $M)",PNW,17397.162,16603.798,15381.704,14377.787
Equity and other investments(figures in $M),PNW,1420.641,1653.167,1392.944,1255.87
Other long-term assets(figures in $M),PNW,125.672,97.884,92.922,96.953
Total non-current assets(figures in $M),PNW,20972.851,20452.122,18822.102,17449.217
Total assets(figures in $M),PNW,22723.405,22003.222,20020.421,18479.247
Current debt(figures in $M),PNW,391.405,442.0,169.0,914.675
Accounts payable(figures in $M),PNW,430.425,393.083,318.585,346.448
Accrued liabilities(figures in $M),PNW,61.217,57.332,56.962,53.534
Deferred revenues(figures in $M),PNW,41.769,42.293,48.34,64.908
Other current liabilities(figures in $M),PNW,457.548,452.612,424.093,442.181
Total current liabilities(figures in $M),PNW,1762.141,1756.869,1360.433,2078.365
Long-term debt(figures in $M),PNW,7741.286,6913.735,6314.266,4832.558
Deferred tax liabilities(figures in $M),PNW,2565.098,2498.432,2326.775,2188.807
Deferred revenues(figures in $M),PNW,422.103,257.151,221.032,215.33
Other long-term liabilities(figures in $M),PNW,290.807,237.571,196.477,166.033
Total non-current liabilities(figures in $M),PNW,14801.388,14224.893,12907.195,10847.694
Total liabilities(figures in $M),PNW,16563.529,15981.762,14267.628,12926.059
Common stock(figures in $M),PNW,2724.74,2702.743,2677.482,2659.561
Retained earnings(figures in $M),PNW,3360.347,3264.719,3025.106,2837.61
Accumulated other comprehensive income(figures in $M),PNW,-31.435,-54.861,-62.796,-57.096
Total stockholders' equity(figures in $M),PNW,6048.647,5906.2,5633.503,5430.648
Total liabilities and stockholders' equity(figures in $M),PNW,22723.405,22003.222,20020.421,18479.247
